Gemeinden in Deutschland nach Fläche, Bevölkerung und Postleitzahl am 31.12.2017 (Jahr);;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Satz-art;Text-kenn-zeichen;Regionalschlüssel (RS);;;;;Gemeindename;"Fläche km2 1)
am 31.12.2017";Bevölkerung2);;;;Post-leit-zahl3);Geografische Mittelpunktkoordinaten;;Reisegebiete;;Grad der Verstädterung;
;;Land;RB;Kreis;VB;Gem;;;insgesamt;männlich;weiblich;je km2;;Längengrad;Breitengrad;;;;
;;Gebietsstand am 31.12.2017 (Jahr);;;;;;;am 31.12.2017 (Jahr) ;;;;;Zuordnungsstand am 31.12.2017;;Schlüssel;Bezeichnung;Schlüssel;Bezeichnung
;;;;;;;;;;;;;;;;;;;
60;64;8;3;26;5002;20;Gütenbach;18,49; 1 162;593;569;63;78148;8,138596;48,044875;L12;Mittlerer Schwarzwald;3;gering besiedelt
50;56;8;3;26;5003;;GVV Raumschaft Triberg;;;;;;;;;;;;
60;64;8;3;26;5003;54;Schönwald im Schwarzwald;27,8; 2 415; 1 226; 1 189;87;78141;8,201148;48,101542;L12;Mittlerer Schwarzwald;3;gering besiedelt
60;64;8;3;26;5003;55;Schonach im Schwarzwald;36,71; 4 009; 2 022; 1 987;109;78136;8,199878;48,143166;L12;Mittlerer Schwarzwald;3;gering besiedelt
60;63;8;3;26;5003;60;Triberg im Schwarzwald, Stadt;33,33; 4 771; 2 404; 2 367;143;78098;8,231158;48,128904;L12;Mittlerer Schwarzwald;2;mittlere Besiedlungsdichte
50;54;8;3;26;5004;;VVG der Stadt Villingen-Schwenningen;;;;;;;;;;;;
60;64;8;3;26;5004;10;Dauchingen;10,03; 3 702; 1 823; 1 879;369;78083;8,553297;48,090683;L12;Mittlerer Schwarzwald;3;gering besiedelt
60;64;8;3;26;5004;37;Mönchweiler;9,6; 2 979; 1 480; 1 499;310;78087;8,429216;48,101001;L12;Mittlerer Schwarzwald;3;gering besiedelt
60;64;8;3;26;5004;41;Niedereschach;33,08; 5 935; 2 984; 2 951;179;78078;8,528615;48,132561;L12;Mittlerer Schwarzwald;3;gering besiedelt
60;64;8;3;26;5004;61;Tuningen;15,59; 2 939; 1 479; 1 460;189;78609;8,602088;48,026202;L12;Mittlerer Schwarzwald;3;gering besiedelt
60;64;8;3;26;5004;65;Unterkirnach;13,17; 2 583; 1 358; 1 225;196;78089;8,366416;48,078557;L12;Mittlerer Schwarzwald;3;gering besiedelt
60;67;8;3;26;5004;74;Villingen-Schwenningen, Stadt;165,5; 84 557; 41 575; 42 982;511;78050;8,459649;48,058255;L12;Mittlerer Schwarzwald;1;dicht besiedelt
60;64;8;3;26;5004;75;Brigachtal;22,8; 5 083; 2 498; 2 585;223;78086;8,470163;48,016006;L12;Mittlerer Schwarzwald;2;mittlere Besiedlungsdichte
40;44;8;3;27;;;Tuttlingen;;;;;;;;;;;;
50;56;8;3;27;5001;;GVV Donau-Heuberg;;;;;;;;;;;;
60;64;8;3;27;5001;4;Bärenthal;12,69;484;249;235;38;78580;8,926748;48,072882;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;3;27;5001;8;Buchheim;18,3;678;348;330;37;88637;8,986749;48,010647;L60;Schwäbische Alb;3;gering besiedelt
60;63;8;3;27;5001;16;Fridingen an der Donau, Stadt;22,47; 3 176; 1 593; 1 583;141;78567;8,932884;48,021685;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;3;27;5001;27;Irndorf;14,56;689;339;350;47;78597;8,971759;48,066334;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;3;27;5001;30;Kolbingen;16,49; 1 250;617;633;76;78600;8,890061;48,05345;L60;Schwäbische Alb;3;gering besiedelt
60;63;8;3;27;5001;36;Mühlheim an der Donau, Stadt;21,74; 3 605; 1 803; 1 802;166;78570;8,886713;48,02953;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;3;27;5001;41;Renquishausen;7,71;756;389;367;98;78603;8,894462;48,083032;L60;Schwäbische Alb;3;gering besiedelt
50;56;8;3;27;5002;;GVV Heuberg;;;;;;;;;;;;
60;64;8;3;27;5002;7;Bubsheim;8,29; 1 348;742;606;163;78585;8,829637;48,120602;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;3;27;5002;9;Deilingen;10,91; 1 722;886;836;158;78586;8,783591;48,177135;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;3;27;5002;13;Egesheim;7,67;645;332;313;84;78592;8,85666;48,116065;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;3;27;5002;19;Gosheim;9,32; 3 922; 1 948; 1 974;421;78559;8,752701;48,135752;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;64;8;3;27;5002;29;Königsheim;4,37;566;292;274;130;78598;8,86116;48,101089;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;3;27;5002;40;Reichenbach am Heuberg;6,1;518;257;261;85;78564;8,841964;48,131004;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;3;27;5002;51;Wehingen;14,59; 3 620; 1 795; 1 825;248;78564;8,791749;48,145107;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
50;56;8;3;27;5003;;GVV Immendingen-Geisingen;;;;;;;;;;;;
60;63;8;3;27;5003;18;Geisingen, Stadt;73,75; 6 230; 3 178; 3 052;84;78187;8,649914;47,922947;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;3;27;5003;25;Immendingen;74,05; 6 237; 3 132; 3 105;84;78194;8,733578;47,939111;L60;Schwäbische Alb;3;gering besiedelt
50;54;8;3;27;5004;;VVG der Stadt Spaichingen;;;;;;;;;;;;
60;64;8;3;27;5004;2;Aldingen;22,17; 7 578; 3 835; 3 743;342;78554;8,702513;48,094541;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;64;8;3;27;5004;5;Balgheim;7,61; 1 246;632;614;164;78582;8,763938;48,066254;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;64;8;3;27;5004;6;Böttingen;16,31; 1 424;727;697;87;78583;8,806575;48,100422;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;3;27;5004;10;Denkingen;15,03; 2 633; 1 320; 1 313;175;78588;8,736458;48,111044;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;64;8;3;27;5004;11;Dürbheim;14,82; 1 668;820;848;113;78589;8,789761;48,058513;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;64;8;3;27;5004;17;Frittlingen;8,79; 2 168; 1 115; 1 053;247;78665;8,707624;48,127077;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;3;27;5004;23;Hausen ob Verena;5,87;775;397;378;132;78595;8,722;48,053362;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;3;27;5004;33;Mahlstetten;12,2;818;420;398;67;78601;8,836187;48,075403;L60;Schwäbische Alb;3;gering besiedelt
60;63;8;3;27;5004;46;Spaichingen, Stadt;18,5; 12 825; 6 335; 6 490;693;78549;8,739277;48,073153;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
50;54;8;3;27;5005;;VVG der Stadt Trossingen;;;;;;;;;;;;
60;64;8;3;27;5005;12;Durchhausen;8,99;952;486;466;106;78591;8,674735;48,039692;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;3;27;5005;20;Gunningen;5,44;712;357;355;131;78594;8,69527;48,045705;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;3;27;5005;48;Talheim;13,12; 1 212;630;582;92;78607;8,662077;48,01059;L60;Schwäbische Alb;3;gering besiedelt
60;63;8;3;27;5005;49;Trossingen, Stadt;24,2; 16 710; 8 398; 8 312;690;78647;8,632659;48,074438;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
50;54;8;3;27;5006;;VVG der Stadt Tuttlingen;;;;;;;;;;;;
60;64;8;3;27;5006;38;Neuhausen ob Eck;46,25; 3 915; 1 973; 1 942;85;78579;8,926451;47,973404;L60;Schwäbische Alb;3;gering besiedelt
60;67;8;3;27;5006;50;Tuttlingen, Stadt;90,45; 35 456; 17 723; 17 733;392;78532;8,818761;47,983725;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
60;64;8;3;27;5006;54;Wurmlingen;15,42; 3 837; 1 889; 1 948;249;78573;8,779827;48,004959;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;3;27;5006;55;Seitingen-Oberflacht;19,65; 2 526; 1 291; 1 235;129;78606;8,729855;48,021345;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;3;27;5006;56;Rietheim-Weilheim;11,98; 2 803; 1 398; 1 405;234;78604;8,776063;48,040981;L60;Schwäbische Alb;3;gering besiedelt
60;64;8;3;27;5006;57;Emmingen-Liptingen;54,54; 4 693; 2 363; 2 330;86;78576;8,85409;47,932278;L60;Schwäbische Alb;3;gering besiedelt
30;;8;3;3;;;Region Hochrhein-Bodensee;;;;;;;;;;;;
40;44;8;3;35;;;Konstanz;;;;;;;;;;;;
50;50;8;3;35;35;;Hilzingen;;;;;;;;;;;;
60;64;8;3;35;35;35;Hilzingen;53,02; 8 602; 4 243; 4 359;162;78247;8,777866;47,765627;L73;Hegau;3;gering besiedelt
50;50;8;3;35;63;;Radolfzell am Bodensee, Stadt;;;;;;;;;;;;
60;67;8;3;35;63;63;Radolfzell am Bodensee, Stadt;58,55; 31 064; 15 035; 16 029;531;78315;8,968663;47,739107;L72;Bodensee;2;mittlere Besiedlungsdichte
50;50;8;3;35;80;;Tengen, Stadt;;;;;;;;;;;;
60;63;8;3;35;80;80;Tengen, Stadt;62,04; 4 572; 2 266; 2 306;74;78250;8,661028;47,821272;L73;Hegau;3;gering besiedelt
50;54;8;3;35;5001;;VVG der Stadt Engen;;;;;;;;;;;;
60;63;8;3;35;5001;1;Aach, Stadt;10,68; 2 302; 1 177; 1 125;216;78267;8,851043;47,8428;L73;Hegau;2;mittlere Besiedlungsdichte
60;63;8;3;35;5001;22;Engen, Stadt;70,56; 10 749; 5 334; 5 415;152;78234;8,772115;47,854017;L73;Hegau;2;mittlere Besiedlungsdichte
60;64;8;3;35;5001;97;Mühlhausen-Ehingen;17,82; 3 855; 1 966; 1 889;216;78259;8,810044;47,810044;L73;Hegau;2;mittlere Besiedlungsdichte
50;54;8;3;35;5002;;VVG der Gemeinde Gottmadingen;;;;;;;;;;;;
60;64;8;3;35;5002;15;Büsingen am Hochrhein;7,62; 1 443;722;721;189;78266;8,690368;47,697114;L73;Hegau;3;gering besiedelt
60;64;8;3;35;5002;26;Gailingen am Hochrhein;13,18; 2 826; 1 378; 1 448;214;78262;8,754804;47,696988;L73;Hegau;3;gering besiedelt
60;64;8;3;35;5002;28;Gottmadingen;23,58; 10 556; 5 145; 5 411;448;78244;8,777019;47,735149;L73;Hegau;2;mittlere Besiedlungsdichte
50;56;8;3;35;5003;;GVV Höri;;;;;;;;;;;;
60;64;8;3;35;5003;25;Gaienhofen;12,52; 3 458; 1 706; 1 752;276;78343;8,981837;47,68226;L72;Bodensee;3;gering besiedelt
60;64;8;3;35;5003;55;Moos;14,37; 3 275; 1 612; 1 663;228;78345;8,934137;47,726042;L72;Bodensee;3;gering besiedelt
60;64;8;3;35;5003;61;Öhningen;28,18; 3 653; 1 788; 1 865;130;78337;8,885442;47,661803;L72;Bodensee;3;gering besiedelt
50;54;8;3;35;5004;;VVG der Stadt Konstanz;;;;;;;;;;;;
60;64;8;3;35;5004;2;Allensbach;26,53; 7 113; 3 330; 3 783;268;78476;9,070194;47,715742;L72;Bodensee;2;mittlere Besiedlungsdichte
60;67;8;3;35;5004;43;Konstanz, Universitätsstadt;54,11; 84 441; 40 614; 43 827; 1 561;78462;9,175957;47,662757;L72;Bodensee;1;dicht besiedelt
60;64;8;3;35;5004;66;Reichenau;12,71; 5 299; 2 737; 2 562;417;78479;9,060705;47,698036;L72;Bodensee;2;mittlere Besiedlungsdichte
50;54;8;3;35;5005;;VVG der Stadt Singen (Hohentwiel);;;;;;;;;;;;
60;67;8;3;35;5005;75;Singen (Hohentwiel), Stadt;61,77; 47 716; 23 165; 24 551;772;78224;8,835117;47,759711;L73;Hegau;2;mittlere Besiedlungsdichte
60;64;8;3;35;5005;77;Steißlingen;24,52; 4 783; 2 368; 2 415;195;78256;8,92425;47,79781;L73;Hegau;3;gering besiedelt
60;64;8;3;35;5005;81;Volkertshausen;5,15; 3 068; 1 511; 1 557;596;78269;8,869619;47,821701;L73;Hegau;2;mittlere Besiedlungsdichte
60;64;8;3;35;5005;100;Rielasingen-Worblingen;18,59; 11 856; 5 827; 6 029;638;78239;8,846;47,728398;L73;Hegau;2;mittlere Besiedlungsdichte
50;54;8;3;35;5006;;VVG der Stadt Stockach;;;;;;;;;;;;
60;64;8;3;35;5006;21;Eigeltingen;59,27; 3 804; 1 909; 1 895;64;78253;8,897744;47,8592;L73;Hegau;3;gering besiedelt
60;64;8;3;35;5006;57;Mühlingen;32,67; 2 438; 1 236; 1 202;75;78357;9,017365;47,912992;L73;Hegau;3;gering besiedelt
60;63;8;3;35;5006;79;Stockach, Stadt;69,73; 16 894; 8 347; 8 547;242;78333;9,00899;47,848855;L73;Hegau;2;mittlere Besiedlungsdichte
60;64;8;3;35;5006;96;Hohenfels;30,49; 2 061; 1 039; 1 022;68;78355;9,109328;47,885245;L73;Hegau;3;gering besiedelt
60;64;8;3;35;5006;98;Bodman-Ludwigshafen;28,08; 4 716; 2 295; 2 421;168;78351;9,05777;47,821518;L72;Bodensee;3;gering besiedelt
60;64;8;3;35;5006;99;Orsingen-Nenzingen;22,23; 3 471; 1 723; 1 748;156;78359;8,958608;47,843112;L73;Hegau;3;gering besiedelt
40;44;8;3;36;;;Lörrach;;;;;;;;;;;;
50;50;8;3;36;14;;Efringen-Kirchen;;;;;;;;;;;;
60;64;8;3;36;14;14;Efringen-Kirchen;43,75; 8 626; 4 292; 4 334;197;79588;7,565548;47,649597;L13;Südlicher Schwarzwald;3;gering besiedelt
50;50;8;3;36;84;;Steinen;;;;;;;;;;;;
60;64;8;3;36;84;84;Steinen;46,85; 10 097; 4 999; 5 098;216;79585;7,73952;47,643739;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
50;50;8;3;36;87;;Todtnau, Stadt;;;;;;;;;;;;
60;63;8;3;36;87;87;Todtnau, Stadt;69,75; 4 908; 2 444; 2 464;70;79674;7,947591;47,82939;L13;Südlicher Schwarzwald;3;gering besiedelt
50;50;8;3;36;91;;Weil am Rhein, Stadt;;;;;;;;;;;;
60;67;8;3;36;91;91;Weil am Rhein, Stadt;19,46; 30 197; 14 646; 15 551; 1 552;79576;7,629579;47,594284;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
50;50;8;3;36;105;;Grenzach-Wyhlen;;;;;;;;;;;;
60;64;8;3;36;105;105;Grenzach-Wyhlen;17,31; 14 639; 7 164; 7 475;846;79639;7,658946;47,553081;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
50;50;8;3;36;107;;Kleines Wiesental;;;;;;;;;;;;
60;64;8;3;36;107;107;Kleines Wiesental;77,82; 2 838; 1 436; 1 402;36;79692;7,794808;47,71944;L13;Südlicher Schwarzwald;3;gering besiedelt
50;54;8;3;36;5001;;VVG der Stadt Kandern;;;;;;;;;;;;
60;63;8;3;36;5001;45;Kandern, Stadt;62,26; 8 354; 4 117; 4 237;134;79400;7,662899;47,714834;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;36;5001;104;Malsburg-Marzell;24,9; 1 513;766;747;61;79429;7,708589;47,731941;L13;Südlicher Schwarzwald;3;gering besiedelt
50;54;8;3;36;5003;;VVG der Stadt Lörrach;;;;;;;;;;;;
60;64;8;3;36;5003;43;Inzlingen;9,48; 2 566; 1 285; 1 281;271;79594;7,690549;47,587829;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
60;67;8;3;36;5003;50;Lörrach, Stadt;39,37; 49 213; 23 711; 25 502; 1 250;79539;7,659191;47,612096;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
50;54;8;3;36;5004;;VVG der Stadt Rheinfelden (Baden);;;;;;;;;;;;
60;67;8;3;36;5004;69;Rheinfelden (Baden), Stadt;62,82; 32 856; 16 145; 16 711;523;79618;7,78365;47,561128;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
60;64;8;3;36;5004;82;Schwörstadt;20,06; 2 499; 1 232; 1 267;125;79739;7,881039;47,594036;L13;Südlicher Schwarzwald;3;gering besiedelt
50;54;8;3;36;5005;;VVG der Gemeinde Schliengen;;;;;;;;;;;;
60;64;8;3;36;5005;6;Bad Bellingen;16,93; 4 299; 2 182; 2 117;254;79415;7,556809;47,731696;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;36;5005;78;Schliengen;37,46; 5 625; 2 756; 2 869;150;79418;7,577673;47,754977;L13;Südlicher Schwarzwald;3;gering besiedelt
50;56;8;3;36;5006;;GVV Schönau im Schwarzwald;;;;;;;;;;;;
60;64;8;3;36;5006;4;Aitern;9,21;530;270;260;58;79677;7,894621;47,803346;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;36;5006;10;Böllen;5,67;96;48;48;17;79677;7,839713;47,801742;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;36;5006;25;Fröhnd;16,19;485;238;247;30;79677;7,883067;47,758286;L13;Südlicher Schwarzwald;3;gering besiedelt
60;63;8;3;36;5006;79;Schönau im Schwarzwald, Stadt;14,72; 2 442; 1 207; 1 235;166;79677;7,894115;47,786085;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;36;5006;80;Schönenberg;7,43;347;174;173;47;79677;7,880934;47,793602;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;36;5006;89;Tunau;4,05;193;103;90;48;79677;7,923595;47,786246;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;36;5006;90;Utzenfeld;7,4;604;302;302;82;79694;7,916875;47,801761;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;36;5006;94;Wembach;1,8;340;169;171;189;79677;7,888029;47,772937;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;36;5006;96;Wieden;12,25;548;280;268;45;79695;7,88345;47,841721;L13;Südlicher Schwarzwald;3;gering besiedelt
50;54;8;3;36;5007;;VVG der Stadt Schopfheim;;;;;;;;;;;;
60;64;8;3;36;5007;34;Hasel;11,65; 1 103;554;549;95;79686;7,897903;47,654288;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;36;5007;36;Hausen im Wiesental;5,14; 2 371; 1 156; 1 215;461;79688;7,8401;47,681727;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
60;64;8;3;36;5007;57;Maulburg;9,73; 4 237; 2 156; 2 081;435;79689;7,77816;47,640837;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
60;63;8;3;36;5007;81;Schopfheim, Stadt;67,94; 19 823; 9 659; 10 164;292;79650;7,822962;47,650141;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
50;56;8;3;36;5008;;GVV Vorderes Kandertal;;;;;;;;;;;;
60;64;8;3;36;5008;8;Binzen;5,81; 3 011; 1 468; 1 543;518;79589;7,627773;47,631528;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
60;64;8;3;36;5008;19;Eimeldingen;3,55; 2 498; 1 228; 1 270;704;79591;7,595534;47,630772;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
60;64;8;3;36;5008;24;Fischingen;1,89;781;394;387;413;79592;7,597834;47,650526;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;36;5008;73;Rümmingen;4,46; 1 867;943;924;419;79595;7,642922;47,641307;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
60;64;8;3;36;5008;75;Schallbach;3,95;788;389;399;199;79597;7,626845;47,654705;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
60;64;8;3;36;5008;100;Wittlingen;4,5;945;470;475;210;79599;7,648466;47,65692;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
50;54;8;3;36;5009;;VVG der Stadt Zell im Wiesental;;;;;;;;;;;;
60;63;8;3;36;5009;103;Zell im Wiesental, Stadt;36,12; 6 221; 3 090; 3 131;172;79669;7,852117;47,707567;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
60;64;8;3;36;5009;106;Häg-Ehrsberg;25,04;854;431;423;34;79685;7,906265;47,742861;L13;Südlicher Schwarzwald;3;gering besiedelt
40;44;8;3;37;;;Waldshut;;;;;;;;;;;;
50;50;8;3;37;2;;Albbruck;;;;;;;;;;;;
60;64;8;3;37;2;2;Albbruck;39,69; 7 236; 3 657; 3 579;182;79774;8,130079;47,591149;L13;Südlicher Schwarzwald;3;gering besiedelt
50;50;8;3;37;38;;Görwihl;;;;;;;;;;;;
60;64;8;3;37;38;38;Görwihl;50,41; 4 257; 2 104; 2 153;84;79733;8,07848;47,641249;L13;Südlicher Schwarzwald;3;gering besiedelt
50;50;8;3;37;62;;Klettgau;;;;;;;;;;;;
60;64;8;3;37;62;62;Klettgau;45,87; 7 573; 3 810; 3 763;165;79771;8,420527;47,658934;L13;Südlicher Schwarzwald;3;gering besiedelt
50;50;8;3;37;66;;Laufenburg (Baden), Stadt;;;;;;;;;;;;
60;63;8;3;37;66;66;Laufenburg (Baden), Stadt;23,55; 8 967; 4 382; 4 585;381;79725;8,061623;47,565321;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
50;50;8;3;37;106;;Stühlingen, Stadt;;;;;;;;;;;;
60;63;8;3;37;106;106;Stühlingen, Stadt;93,16; 5 248; 2 663; 2 585;56;79780;8,445849;47,745475;L13;Südlicher Schwarzwald;3;gering besiedelt
50;50;8;3;37;116;;Wehr, Stadt;;;;;;;;;;;;
60;63;8;3;37;116;116;Wehr, Stadt;35,66; 13 066; 6 348; 6 718;366;79664;7,904562;47,629747;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
50;54;8;3;37;5001;;VVG der Stadt Bonndorf im Schwarzwald;;;;;;;;;;;;
60;63;8;3;37;5001;22;Bonndorf im Schwarzwald, Stadt;75,91; 6 901; 3 504; 3 397;91;79848;8,343011;47,819632;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;37;5001;127;Wutach;30,51; 1 216;602;614;40;79879;8,444351;47,837555;L13;Südlicher Schwarzwald;3;gering besiedelt
50;56;8;3;37;5002;;GVV Jestetten;;;;;;;;;;;;
60;64;8;3;37;5002;30;Dettighofen;14,38; 1 135;583;552;79;79802;8,483506;47,623497;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;37;5002;60;Jestetten;20,62; 5 233; 2 547; 2 686;254;79798;8,567756;47,649692;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;37;5002;70;Lottstetten;13,4; 2 253; 1 119; 1 134;168;79807;8,573676;47,627729;L13;Südlicher Schwarzwald;3;gering besiedelt
50;56;8;3;37;5003;;GVV Küssaberg;;;;;;;;;;;;
60;64;8;3;37;5003;53;Hohentengen am Hochrhein;27,57; 3 852; 1 965; 1 887;140;79801;8,434369;47,570554;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;37;5003;125;Küssaberg;26,17; 5 399; 2 659; 2 740;206;79790;8,305426;47,589996;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
50;56;8;3;37;5004;;GVV Oberes Schlüchttal;;;;;;;;;;;;
60;64;8;3;37;5004;39;Grafenhausen;48,54; 2 254; 1 149; 1 105;46;79865;8,262034;47,772892;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;37;5004;128;Ühlingen-Birkendorf;77,07; 5 283; 2 663; 2 620;69;79777;8,317652;47,718673;L13;Südlicher Schwarzwald;3;gering besiedelt
50;54;8;3;37;5005;;VVG der Stadt Bad Säckingen;;;;;;;;;;;;
60;64;8;3;37;5005;49;Herrischried;37,51; 2 812; 1 420; 1 392;75;79737;8,001829;47,665518;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;37;5005;76;Murg;20,9; 7 024; 3 509; 3 515;336;79730;8,020644;47,55475;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
60;64;8;3;37;5005;90;Rickenbach;34,65; 3 953; 2 004; 1 949;114;79736;7,980212;47,619901;L13;Südlicher Schwarzwald;3;gering besiedelt
60;63;8;3;37;5005;96;Bad Säckingen, Stadt;25,34; 17 195; 8 353; 8 842;679;79713;7,948758;47,552535;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
50;56;8;3;37;5006;;GVV St. Blasien;;;;;;;;;;;;
60;64;8;3;37;5006;13;Bernau im Schwarzwald;38; 1 980; 1 023;957;52;79872;8,036108;47,80166;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;37;5006;27;Dachsberg (Südschwarzwald);35,6; 1 386;689;697;39;79875;8,100949;47,729949;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;37;5006;45;Häusern;8,88; 1 326;662;664;149;79837;8,16842;47,754099;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;37;5006;51;Höchenschwand;29,56; 2 634; 1 315; 1 319;89;79862;8,166213;47,735352;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;37;5006;59;Ibach;21,38;371;172;199;17;79837;8,067051;47,743143;L13;Südlicher Schwarzwald;3;gering besiedelt
60;63;8;3;37;5006;97;St. Blasien, Stadt;54,41; 3 950; 1 926; 2 024;73;79837;8,125605;47,761671;L13;Südlicher Schwarzwald;3;gering besiedelt
60;64;8;3;37;5006;108;Todtmoos;28,09; 1 978;978; 1 000;70;79682;8,000825;47,739405;L13;Südlicher Schwarzwald;3;gering besiedelt
50;54;8;3;37;5007;;VVG der Stadt Waldshut-Tiengen;;;;;;;;;;;;
60;64;8;3;37;5007;32;Dogern;7,45; 2 364; 1 176; 1 188;317;79804;8,172428;47,60884;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
60;64;8;3;37;5007;65;Lauchringen;12,77; 7 698; 3 786; 3 912;603;79787;8,304688;47,630759;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
60;64;8;3;37;5007;118;Weilheim;35,65; 3 157; 1 596; 1 561;89;79809;8,24114;47,658072;L13;Südlicher Schwarzwald;3;gering besiedelt
60;67;8;3;37;5007;126;Waldshut-Tiengen, Stadt;77,97; 24 149; 11 911; 12 238;310;79761;8,271113;47,632439;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
50;54;8;3;37;5008;;VVG der Gemeinde Wutöschingen;;;;;;;;;;;;
60;64;8;3;37;5008;123;Wutöschingen;26,47; 6 654; 3 327; 3 327;251;79793;8,366501;47,659937;L13;Südlicher Schwarzwald;2;mittlere Besiedlungsdichte
60;64;8;3;37;5008;124;Eggingen;13,95; 1 694;854;840;121;79805;8,387665;47,700751;L13;Südlicher Schwarzwald;3;gering besiedelt
20;;8;4;;;;Reg.-Bez. Tübingen;;;;;;;;;;;;
30;;8;4;1;;;Region Neckar-Alb;;;;;;;;;;;;
40;44;8;4;15;;;Reutlingen;;;;;;;;;;;;
50;50;8;4;15;14;;Dettingen an der Erms;;;;;;;;;;;;
60;64;8;4;15;14;14;Dettingen an der Erms;15,79; 9 593; 4 748; 4 845;608;72581;9,346973;48,529679;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
50;50;8;4;15;19;;Eningen unter Achalm;;;;;;;;;;;;
60;64;8;4;15;19;19;Eningen unter Achalm;23,13; 11 315; 5 669; 5 646;489;72800;9,259408;48,486636;L60;Schwäbische Alb;2;mittlere Besiedlungsdichte
