Gemeinden in Deutschland nach Fläche, Bevölkerung und Postleitzahl am 31.12.2017 (Jahr);;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Satz-art;Text-kenn-zeichen;Regionalschlüssel (RS);;;;;Gemeindename;"Fläche km2 1)
am 31.12.2017";Bevölkerung2);;;;Post-leit-zahl3);Geografische Mittelpunktkoordinaten;;Reisegebiete;;Grad der Verstädterung;
;;Land;RB;Kreis;VB;Gem;;;insgesamt;männlich;weiblich;je km2;;Längengrad;Breitengrad;;;;
;;Gebietsstand am 31.12.2017 (Jahr);;;;;;;am 31.12.2017 (Jahr) ;;;;;Zuordnungsstand am 31.12.2017;;Schlüssel;Bezeichnung;Schlüssel;Bezeichnung
;;;;;;;;;;;;;;;;;;;
50;50;14;6;25;90;;Cunewalde;;;;;;;;;;;;
60;64;14;6;25;90;90;Cunewalde;26,65; 4 663; 2 283; 2 380;175;2733;14,518265;51,100694;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;50;14;6;25;100;;Demitz-Thumitz;;;;;;;;;;;;
60;64;14;6;25;100;100;Demitz-Thumitz;21,09; 2 679; 1 339; 1 340;127;1877;14,247616;51,144952;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;25;110;;Doberschau-Gaußig;;;;;;;;;;;;
60;64;14;6;25;110;110;Doberschau-Gaußig;40,48; 4 192; 2 127; 2 065;104;2692;14,369178;51,147745;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;25;120;;Elsterheide;;;;;;;;;;;;
60;64;14;6;25;120;120;Elsterheide;127,52; 3 485; 1 747; 1 738;27;2979;14,228082;51,466289;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;25;130;;Elstra, Stadt;;;;;;;;;;;;
60;63;14;6;25;130;130;Elstra, Stadt;32,63; 2 744; 1 389; 1 355;84;1920;14,133453;51,222129;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;25;150;;Göda;;;;;;;;;;;;
60;64;14;6;25;150;150;Göda;43,27; 3 074; 1 539; 1 535;71;2633;14,319852;51,179523;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;25;160;;Großdubrau;;;;;;;;;;;;
60;64;14;6;25;160;160;Großdubrau;54,22; 4 264; 2 138; 2 126;79;2694;14,462673;51,255607;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;25;200;;Großröhrsdorf, Stadt;;;;;;;;;;;;
60;63;14;6;25;200;200;Großröhrsdorf, Stadt;40,94; 9 509; 4 670; 4 839;232;1900;14,024289;51,143211;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;50;14;6;25;220;;Haselbachtal;;;;;;;;;;;;
60;64;14;6;25;220;220;Haselbachtal;37,5; 4 060; 2 060; 2 000;108;1920;14,036864;51,239059;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;25;230;;Hochkirch;;;;;;;;;;;;
60;64;14;6;25;230;230;Hochkirch;41,75; 2 280; 1 159; 1 121;55;2627;14,57016;51,148497;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;25;240;;Hoyerswerda, Stadt;;;;;;;;;;;;
60;63;14;6;25;240;240;Hoyerswerda, Stadt;95,44; 33 116; 15 929; 17 187;347;2977;14,244028;51,438944;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;50;14;6;25;280;;Königswartha;;;;;;;;;;;;
60;64;14;6;25;280;280;Königswartha;47,17; 3 473; 1 750; 1 723;74;2699;14,329125;51,310358;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;25;290;;Kubschütz;;;;;;;;;;;;
60;64;14;6;25;290;290;Kubschütz;43,64; 2 571; 1 314; 1 257;59;2627;14,505323;51,169556;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;25;310;;Lauta, Stadt;;;;;;;;;;;;
60;63;14;6;25;310;310;Lauta, Stadt;42,13; 8 473; 4 129; 4 344;201;2991;14,097899;51,461489;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;50;14;6;25;330;;Lohsa;;;;;;;;;;;;
60;64;14;6;25;330;330;Lohsa;134,53; 5 292; 2 615; 2 677;39;2999;14,403568;51,38387;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;25;340;;Malschwitz;;;;;;;;;;;;
60;64;14;6;25;340;340;Malschwitz;93,27; 4 697; 2 375; 2 322;50;2694;14,520035;51,237793;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;50;14;6;25;380;;Neukirch/Lausitz;;;;;;;;;;;;
60;64;14;6;25;380;380;Neukirch/Lausitz;21,3; 5 004; 2 485; 2 519;235;1904;14,298664;51,099337;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;50;14;6;25;420;;Oßling;;;;;;;;;;;;
60;64;14;6;25;420;420;Oßling;43,71; 2 266; 1 188; 1 078;52;1920;14,165935;51,359922;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;25;430;;Ottendorf-Okrilla;;;;;;;;;;;;
60;64;14;6;25;430;430;Ottendorf-Okrilla;25,93; 9 966; 4 996; 4 970;384;1458;13,831724;51,187617;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;50;14;6;25;480;;Radeberg, Stadt;;;;;;;;;;;;
60;63;14;6;25;480;480;Radeberg, Stadt;29,83; 18 451; 9 046; 9 405;619;1454;13,921969;51,116404;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;50;14;6;25;490;;Radibor;;;;;;;;;;;;
60;64;14;6;25;490;490;Radibor;61,99; 3 110; 1 565; 1 545;50;2627;14,397601;51,244745;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;25;525;;Schirgiswalde-Kirschau, Stadt;;;;;;;;;;;;
60;63;14;6;25;525;525;Schirgiswalde-Kirschau, Stadt;24,34; 6 299; 3 155; 3 144;259;2681;14,428566;51,092621;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;50;14;6;25;530;;Schmölln-Putzkau;;;;;;;;;;;;
60;64;14;6;25;530;530;Schmölln-Putzkau;32,93; 3 042; 1 506; 1 536;92;1877;14,234279;51,122415;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;25;550;;Schwepnitz;;;;;;;;;;;;
60;64;14;6;25;550;550;Schwepnitz;56,03; 2 532; 1 301; 1 231;45;1936;13,956211;51,330628;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;25;560;;Sohland a. d. Spree;;;;;;;;;;;;
60;64;14;6;25;560;560;Sohland a. d. Spree;37,3; 6 769; 3 363; 3 406;181;2689;14,427111;51,04397;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;25;570;;Spreetal;;;;;;;;;;;;
60;64;14;6;25;570;570;Spreetal;108,86; 1 872;930;942;17;2979;14,371558;51,491032;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;25;590;;Steinigtwolmsdorf;;;;;;;;;;;;
60;64;14;6;25;590;590;Steinigtwolmsdorf;18,03; 2 905; 1 483; 1 422;161;1904;14,346859;51,063242;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;50;14;6;25;600;;Wachau;;;;;;;;;;;;
60;64;14;6;25;600;600;Wachau;38,11; 4 288; 2 191; 2 097;113;1454;13,904681;51,160116;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;25;610;;Weißenberg, Stadt;;;;;;;;;;;;
60;63;14;6;25;610;610;Weißenberg, Stadt;50,96; 3 157; 1 618; 1 539;62;2627;14,659365;51,19694;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;25;630;;Wilthen, Stadt;;;;;;;;;;;;
60;63;14;6;25;630;630;Wilthen, Stadt;17,04; 4 977; 2 387; 2 590;292;2681;14,395526;51,097684;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;50;14;6;25;640;;Wittichenau, Stadt;;;;;;;;;;;;
60;63;14;6;25;640;640;Wittichenau, Stadt;61,02; 5 741; 2 810; 2 931;94;2997;14,243586;51,385325;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;54;14;6;25;5207;;Bischofswerda;;;;;;;;;;;;
60;63;14;6;25;5207;40;Bischofswerda, Stadt;46,21; 11 083; 5 304; 5 779;240;1877;14,179644;51,127691;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
60;64;14;6;25;5207;510;Rammenau;10,76; 1 371;683;688;127;1877;14,135515;51,15399;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;54;14;6;25;5211;;Großharthau;;;;;;;;;;;;
60;64;14;6;25;5211;140;Frankenthal;9,43;934;461;473;99;1909;14,106568;51,131628;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;25;5211;170;Großharthau;37,28; 2 710; 1 355; 1 355;73;1909;14,106481;51,108859;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;54;14;6;25;5212;;Großpostwitz/O.L.;;;;;;;;;;;;
60;64;14;6;25;5212;190;Großpostwitz/O.L.;16,48; 2 710; 1 340; 1 370;164;2692;14,440359;51,119209;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
60;64;14;6;25;5212;390;Obergurig;9,82; 2 095; 1 041; 1 054;213;2692;14,405921;51,1308;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;54;14;6;25;5216;;Kamenz-Schönteichen;;;;;;;;;;;;
60;63;14;6;25;5216;250;Kamenz, Stadt;53,25; 14 750; 7 185; 7 565;277;1917;14,098251;51,270734;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
60;64;14;6;25;5216;540;Schönteichen;45,05; 2 095; 1 084; 1 011;47;1920;14,038655;51,280547;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;54;14;6;25;5218;;Königsbrück;;;;;;;;;;;;
60;63;14;6;25;5218;270;Königsbrück, Stadt;78,48; 4 417; 2 158; 2 259;56;1936;13,904688;51,264594;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;25;5218;300;Laußnitz;63,81; 1 867;962;905;29;1936;13,877614;51,248941;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;25;5218;370;Neukirch;39,47; 1 626;816;810;41;1936;13,97842;51,282819;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;54;14;6;25;5223;;Neschwitz;;;;;;;;;;;;
60;64;14;6;25;5223;360;Neschwitz;46,01; 2 450; 1 213; 1 237;53;2699;14,329203;51,270679;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;25;5223;460;Puschwitz;11,79;813;405;408;69;2699;14,291743;51,250033;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;54;14;6;25;5231;;Pulsnitz;;;;;;;;;;;;
60;64;14;6;25;5231;180;Großnaundorf;14,99;971;481;490;65;1936;13,9418;51,204424;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;25;5231;320;Lichtenberg;14,72; 1 628;810;818;111;1896;13,96816;51,17647;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;25;5231;410;Ohorn;11,99; 2 440; 1 224; 1 216;204;1896;14,049991;51,175275;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;63;14;6;25;5231;450;Pulsnitz, Stadt;26,75; 7 480; 3 647; 3 833;280;1896;14,014744;51,182285;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
60;64;14;6;25;5231;580;Steina;12,51; 1 629;827;802;130;1920;14,039214;51,20947;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;56;14;6;25;5501;;Am Klosterwasser;;;;;;;;;;;;
60;64;14;6;25;5501;80;Crostwitz;13,33; 1 025;505;520;77;1920;14,241766;51,238273;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;25;5501;350;Nebelschütz;22,93; 1 184;598;586;52;1920;14,158044;51,263233;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;25;5501;440;Panschwitz-Kuckau;23,35; 2 096;993; 1 103;90;1920;14,197599;51,234217;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;25;5501;470;Räckelwitz;11,51; 1 137;573;564;99;1920;14,223127;51,256263;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;25;5501;500;Ralbitz-Rosenthal;31,74; 1 688;908;780;53;1920;14,248395;51,301103;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
40;44;14;6;26;;;Görlitz;;;;;;;;;;;;
50;50;14;6;26;60;;Boxberg/O.L.;;;;;;;;;;;;
60;64;14;6;26;60;60;Boxberg/O.L.;217,68; 4 482; 2 229; 2 253;21;2943;14,575506;51,404654;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;26;85;;Ebersbach-Neugersdorf, Stadt;;;;;;;;;;;;
60;63;14;6;26;85;85;Ebersbach-Neugersdorf, Stadt;20,45; 12 072; 5 845; 6 227;590;2730;14,582746;51,009334;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;50;14;6;26;110;;Görlitz, Stadt;;;;;;;;;;;;
60;63;14;6;26;110;110;Görlitz, Stadt;67,52; 56 391; 27 161; 29 230;835;2826;14,988035;51,155287;C03;Oberlausitz/Niederschlesien;1;dicht besiedelt
50;50;14;6;26;180;;Herrnhut, Stadt;;;;;;;;;;;;
60;63;14;6;26;180;180;Herrnhut, Stadt;74,13; 5 981; 2 952; 3 029;81;2747;14,74397;51,015492;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;50;14;6;26;245;;Kottmar;;;;;;;;;;;;
60;64;14;6;26;245;245;Kottmar;47,34; 7 369; 3 619; 3 750;156;2739;14,667015;50,979222;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;50;14;6;26;250;;Krauschwitz i.d. O.L.;;;;;;;;;;;;
60;64;14;6;26;250;250;Krauschwitz i.d. O.L.;106,83; 3 461; 1 716; 1 745;32;2957;14,718151;51,516045;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;26;280;;Leutersdorf;;;;;;;;;;;;
60;64;14;6;26;280;280;Leutersdorf;17,08; 3 538; 1 757; 1 781;207;2794;14,651481;50,959429;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;50;14;6;26;300;;Markersdorf;;;;;;;;;;;;
60;64;14;6;26;300;300;Markersdorf;62,54; 3 926; 2 003; 1 923;63;2829;14,879203;51,135912;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;26;310;;Mittelherwigsdorf;;;;;;;;;;;;
60;64;14;6;26;310;310;Mittelherwigsdorf;36,45; 3 637; 1 853; 1 784;100;2763;14,764425;50,917489;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;50;14;6;26;370;;Niesky, Stadt;;;;;;;;;;;;
60;63;14;6;26;370;370;Niesky, Stadt;53,81; 9 444; 4 608; 4 836;176;2906;14,823061;51,293789;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;50;14;6;26;390;;Oderwitz;;;;;;;;;;;;
60;64;14;6;26;390;390;Oderwitz;35,91; 5 174; 2 502; 2 672;144;2791;14,731983;50,949642;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;50;14;6;26;420;;Ostritz, Stadt;;;;;;;;;;;;
60;63;14;6;26;420;420;Ostritz, Stadt;23,48; 2 307; 1 135; 1 172;98;2899;14,93139;51,014115;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;50;14;6;26;530;;Seifhennersdorf, Stadt;;;;;;;;;;;;
60;63;14;6;26;530;530;Seifhennersdorf, Stadt;19,12; 3 707; 1 815; 1 892;194;2782;14,618954;50,933623;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;50;14;6;26;610;;Zittau, Stadt;;;;;;;;;;;;
60;63;14;6;26;610;610;Zittau, Stadt;66,75; 25 575; 12 515; 13 060;383;2763;14,806367;50,896384;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;54;14;6;26;5203;;Bad Muskau;;;;;;;;;;;;
60;63;14;6;26;5203;10;Bad Muskau, Stadt;15,38; 3 658; 1 786; 1 872;238;2953;14,721746;51,545194;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
60;64;14;6;26;5203;100;Gablenz;14,74; 1 601;796;805;109;2953;14,665674;51,535197;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;54;14;6;26;5206;;Bernstadt / Schönau-Berzdorf;;;;;;;;;;;;
60;63;14;6;26;5206;30;Bernstadt a. d. Eigen, Stadt;52; 3 365; 1 688; 1 677;65;2748;14,826935;51,047102;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;26;5206;500;Schönau-Berzdorf a. d. Eigen;27,81; 1 488;751;737;54;2899;14,891813;51,064801;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;54;14;6;26;5214;;Großschönau-Hainewalde;;;;;;;;;;;;
60;64;14;6;26;5214;140;Großschönau;23,82; 5 465; 2 663; 2 802;229;2779;14,660908;50,896216;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
60;64;14;6;26;5214;170;Hainewalde;12,96; 1 520;744;776;117;2779;14,701736;50,907406;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;54;14;6;26;5220;;Löbau;;;;;;;;;;;;
60;64;14;6;26;5220;150;Großschweidnitz;7,47; 1 293;686;607;173;2708;14,647805;51,074063;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;26;5220;270;Lawalde;14,55; 1 869;901;968;128;2708;14,602287;51,07744;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;63;14;6;26;5220;290;Löbau, Stadt;78,9; 14 767; 7 190; 7 577;187;2708;14,664402;51,096514;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
60;64;14;6;26;5220;470;Rosenbach;23,56; 1 580;814;766;67;2708;14,731271;51,078093;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;54;14;6;26;5224;;Neusalza-Spremberg;;;;;;;;;;;;
60;64;14;6;26;5224;70;Dürrhennersdorf;10,71;985;491;494;92;2742;14,607337;51,051327;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;63;14;6;26;5224;350;Neusalza-Spremberg, Stadt;22,91; 3 410; 1 683; 1 727;149;2742;14,531654;51,037369;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
60;64;14;6;26;5224;510;Schönbach;9,1; 1 130;577;553;124;2708;14,572336;51,060729;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;54;14;6;26;5227;;Olbersdorf;;;;;;;;;;;;
60;64;14;6;26;5227;50;Bertsdorf-Hörnitz;18; 2 096; 1 046; 1 050;116;2763;14,722028;50,880546;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;26;5227;210;Jonsdorf, Kurort;9,03; 1 555;747;808;172;2796;14,698092;50,854179;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;26;5227;400;Olbersdorf;15,16; 4 808; 2 319; 2 489;317;2785;14,764046;50,869745;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
60;64;14;6;26;5227;430;Oybin;18,28; 1 374;668;706;75;2797;14,741702;50,841219;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;54;14;6;26;5228;;Oppach-Beiersdorf;;;;;;;;;;;;
60;64;14;6;26;5228;20;Beiersdorf;6,45; 1 147;577;570;178;2736;14,541944;51,075898;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;26;5228;410;Oppach;7,99; 2 357; 1 135; 1 222;295;2736;14,501498;51,059244;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;54;14;6;26;5232;;Reichenbach/O.L.;;;;;;;;;;;;
60;64;14;6;26;5232;240;Königshain;19,58; 1 179;594;585;60;2829;14,874801;51,181414;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;63;14;6;26;5232;450;Reichenbach/O.L., Stadt;62,64; 4 968; 2 463; 2 505;79;2894;14,799946;51,141076;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;26;5232;570;Vierkirchen;35,41; 1 687;852;835;48;2894;14,744264;51,18885;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;54;14;6;26;5233;;Rietschen;;;;;;;;;;;;
60;64;14;6;26;5233;260;Kreba-Neudorf;31,65;878;440;438;28;2906;14,684646;51,347784;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;26;5233;460;Rietschen;73,19; 2 544; 1 228; 1 316;35;2956;14,785711;51,395819;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;54;14;6;26;5235;;Rothenburg/O.L.;;;;;;;;;;;;
60;64;14;6;26;5235;160;Hähnichen;49,77; 1 256;644;612;25;2923;14,863051;51,364625;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;63;14;6;26;5235;480;Rothenburg/O.L., Stadt;72,4; 4 556; 2 280; 2 276;63;2929;14,966788;51,33588;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;54;14;6;26;5237;;Schleife;;;;;;;;;;;;
60;64;14;6;26;5237;120;Groß Düben;15,06; 1 078;552;526;72;2959;14,567785;51,566559;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;26;5237;490;Schleife;42; 2 466; 1 198; 1 268;59;2959;14,539279;51,544149;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;26;5237;560;Trebendorf;32,05;904;447;457;28;2959;14,56065;51,52671;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;54;14;6;26;5242;;Weißwasser/O.L.;;;;;;;;;;;;
60;64;14;6;26;5242;590;Weißkeißel;50,68; 1 331;688;643;26;2943;14,718297;51,494719;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;63;14;6;26;5242;600;Weißwasser/O.L., Stadt;63,42; 16 348; 7 822; 8 526;258;2943;14,643284;51,50662;C03;Oberlausitz/Niederschlesien;2;mittlere Besiedlungsdichte
50;56;14;6;26;5502;;Diehsa;;;;;;;;;;;;
60;64;14;6;26;5502;190;Hohendubrau;45,54; 1 898;950;948;42;2906;14,645712;51,26465;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;26;5502;320;Mücka;24,35;968;488;480;40;2906;14,701532;51,317135;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;26;5502;440;Quitzdorf am See;36,34; 1 283;638;645;35;2906;14,728696;51,267035;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;26;5502;580;Waldhufen;58,76; 2 372; 1 198; 1 174;40;2906;14,810038;51,250784;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
50;56;14;6;26;5503;;Weißer Schöps/Neiße;;;;;;;;;;;;
60;64;14;6;26;5503;200;Horka;41,01; 1 751;887;864;43;2923;14,899639;51,301033;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;26;5503;230;Kodersdorf;42,54; 2 465; 1 243; 1 222;58;2923;14,888576;51,244251;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;26;5503;330;Neißeaue;47,37; 1 699;844;855;36;2829;14,9692;51,243849;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
60;64;14;6;26;5503;520;Schöpstal;29,73; 2 424; 1 232; 1 192;82;2829;14,935355;51,180897;C03;Oberlausitz/Niederschlesien;3;gering besiedelt
40;44;14;6;27;;;Meißen;;;;;;;;;;;;
50;50;14;6;27;10;;Coswig, Stadt;;;;;;;;;;;;
60;63;14;6;27;10;10;Coswig, Stadt;25,88; 20 899; 9 989; 10 910;808;1640;13,580494;51,126777;C05;Sächsisches Elbland;2;mittlere Besiedlungsdichte
50;50;14;6;27;20;;Diera-Zehren;;;;;;;;;;;;
60;64;14;6;27;20;20;Diera-Zehren;43,21; 3 278; 1 645; 1 633;76;1665;13,417104;51,221385;C05;Sächsisches Elbland;3;gering besiedelt
50;50;14;6;27;30;;Ebersbach;;;;;;;;;;;;
60;64;14;6;27;30;30;Ebersbach;84,38; 4 406; 2 246; 2 160;52;1561;13,658579;51,233487;C05;Sächsisches Elbland;3;gering besiedelt
50;50;14;6;27;50;;Gröditz, Stadt;;;;;;;;;;;;
60;63;14;6;27;50;50;Gröditz, Stadt;28,94; 7 150; 3 522; 3 628;247;1609;13,447811;51,412323;C05;Sächsisches Elbland;2;mittlere Besiedlungsdichte
50;50;14;6;27;60;;Großenhain, Stadt;;;;;;;;;;;;
60;63;14;6;27;60;60;Großenhain, Stadt;130,36; 18 230; 8 967; 9 263;140;1558;13,53055;51,292057;C05;Sächsisches Elbland;2;mittlere Besiedlungsdichte
50;50;14;6;27;70;;Hirschstein;;;;;;;;;;;;
60;64;14;6;27;70;70;Hirschstein;34,57; 1 968; 1 012;956;57;1594;13,31228;51,258137;C05;Sächsisches Elbland;3;gering besiedelt
50;50;14;6;27;80;;Käbschütztal;;;;;;;;;;;;
60;64;14;6;27;80;80;Käbschütztal;50,48; 2 703; 1 380; 1 323;54;1665;13,412117;51,141218;C05;Sächsisches Elbland;3;gering besiedelt
50;50;14;6;27;100;;Klipphausen;;;;;;;;;;;;
60;64;14;6;27;100;100;Klipphausen;111,67; 10 307; 5 268; 5 039;92;1665;13,527862;51,075664;C05;Sächsisches Elbland;3;gering besiedelt
50;50;14;6;27;130;;Lommatzsch, Stadt;;;;;;;;;;;;
60;63;14;6;27;130;130;Lommatzsch, Stadt;66,63; 4 961; 2 420; 2 541;74;1623;13,30862;51,196631;C05;Sächsisches Elbland;3;gering besiedelt
50;50;14;6;27;140;;Meißen, Stadt;;;;;;;;;;;;
60;63;14;6;27;140;140;Meißen, Stadt;30,92; 28 061; 13 523; 14 538;908;1662;13,468635;51,159993;C05;Sächsisches Elbland;2;mittlere Besiedlungsdichte
50;50;14;6;27;150;;Moritzburg;;;;;;;;;;;;
60;64;14;6;27;150;150;Moritzburg;46,49; 8 344; 4 149; 4 195;179;1468;13,68009;51,159495;C05;Sächsisches Elbland;2;mittlere Besiedlungsdichte
50;50;14;6;27;170;;Niederau;;;;;;;;;;;;
60;64;14;6;27;170;170;Niederau;35,26; 3 953; 1 972; 1 981;112;1689;13,543702;51,177449;C05;Sächsisches Elbland;2;mittlere Besiedlungsdichte
50;50;14;6;27;180;;Nossen, Stadt;;;;;;;;;;;;
60;63;14;6;27;180;180;Nossen, Stadt;122,74; 10 694; 5 348; 5 346;87;1683;13,299465;51,058625;C05;Sächsisches Elbland;3;gering besiedelt
50;50;14;6;27;200;;Priestewitz;;;;;;;;;;;;
60;64;14;6;27;200;200;Priestewitz;61,29; 3 161; 1 657; 1 504;52;1561;13,508779;51,254253;C05;Sächsisches Elbland;3;gering besiedelt
50;50;14;6;27;210;;Radebeul, Stadt;;;;;;;;;;;;
60;63;14;6;27;210;210;Radebeul, Stadt;26,14; 33 954; 16 449; 17 505; 1 299;1445;13,659342;51,105975;C05;Sächsisches Elbland;2;mittlere Besiedlungsdichte
50;50;14;6;27;220;;Radeburg, Stadt;;;;;;;;;;;;
60;63;14;6;27;220;220;Radeburg, Stadt;54,01; 7 309; 3 653; 3 656;135;1471;13,723805;51,215453;C05;Sächsisches Elbland;3;gering besiedelt
