Gemeinden in Deutschland nach Fläche, Einwohner und Postleitzahl am 31.12.2005 (Jahr);;;;;;;;;;;;;
;;;;;;;;;;;;;
Satz-art;Text-kenn-zeichen;Regionalschlüssel;;;;;Gemeindename;Fläche in km2;Einwohner;;;;Post-leitzahl
;;Land;RB;Kreis;VB;Gem;;;insgesamt;männlich;weiblich;;
;;Gebietsstand am 31.12.2005 (Jahr);;;;;;am 31.12.2005 (Jahr);;;;;
;;;;;;;;;;;;;
60;64;8;3;35;806;57;Mühlingen;32,67; 2 342; 1 167; 1 175;;78357
60;63;8;3;35;806;79;Stockach, Stadt;69,75; 16 810; 8 138; 8 672;;78333
60;64;8;3;35;806;96;Hohenfels;30,5; 2 017; 1 047;970;;78355
60;64;8;3;35;806;98;Bodman-Ludwigshafen;28,04; 4 239; 2 066; 2 173;;78351
60;64;8;3;35;806;99;Orsingen-Nenzingen;22,23; 3 126; 1 577; 1 549;;78359
40;44;8;3;36;;;Lörrach;;;;;;
60;64;8;3;36;0;14;Efringen-Kirchen;43,74; 8 248; 4 215; 4 033;;79588
60;64;8;3;36;0;84;Steinen;46,86; 10 067; 4 906; 5 161;;79585
60;63;8;3;36;0;87;Todtnau, Stadt;69,59; 5 040; 2 441; 2 599;;79674
60;67;8;3;36;0;91;Weil am Rhein, Stadt;19,47; 29 533; 14 297; 15 236;;79576
60;64;8;3;36;0;105;Grenzach-Wyhlen;17,32; 13 800; 6 674; 7 126;;79639
50;54;8;3;36;801;;VVG der Stadt Kandern;;;;;;
60;63;8;3;36;801;45;Kandern, Stadt;62,27; 8 088; 3 841; 4 247;;79400
60;64;8;3;36;801;104;Malsburg-Marzell;24,92; 1 533;768;765;;79429
50;56;8;3;36;802;;GVV Kleines Wiesental;;;;;;
60;64;8;3;36;802;12;Bürchau;6,12;197;95;102;;79683
60;64;8;3;36;802;20;Elbenschwand;6,77;168;86;82;;79692
60;64;8;3;36;802;60;Neuenweg;12,65;337;176;161;;79691
60;64;8;3;36;802;67;Raich;9,36;309;153;156;;79692
60;64;8;3;36;802;74;Sallneck;4,6;365;179;186;;79692
60;64;8;3;36;802;86;Tegernau;10,14;393;201;192;;79692
60;64;8;3;36;802;97;Wies;21,8;659;337;322;;79697
60;64;8;3;36;802;98;Wieslet;6,4;598;290;308;;79699
50;54;8;3;36;803;;VVG der Stadt Lörrach;;;;;;
60;64;8;3;36;803;43;Inzlingen;9,48; 2 500; 1 197; 1 303;;79594
60;67;8;3;36;803;50;Lörrach, Stadt;39,43; 47 026; 22 698; 24 328;;79539
50;54;8;3;36;804;;VVG der Stadt Rheinfelden (Baden);;;;;;
60;67;8;3;36;804;69;Rheinfelden (Baden), Stadt;62,84; 32 226; 15 752; 16 474;;79618
60;64;8;3;36;804;82;Schwörstadt;20,08; 2 456; 1 212; 1 244;;79739
50;54;8;3;36;805;;VVG der Gemeinde Schliengen;;;;;;
60;64;8;3;36;805;6;Bad Bellingen;16,93; 3 850; 1 888; 1 962;;79415
60;64;8;3;36;805;78;Schliengen;37,46; 5 230; 2 594; 2 636;;79418
50;56;8;3;36;806;;GVV Schönau im Schwarzwald;;;;;;
60;64;8;3;36;806;4;Aitern;9,21;549;294;255;;79677
60;64;8;3;36;806;10;Böllen;5,67;103;55;48;;79677
60;64;8;3;36;806;25;Fröhnd;16,2;490;249;241;;79677
60;63;8;3;36;806;79;Schönau im Schwarzwald, Stadt;14,7; 2 548; 1 232; 1 316;;79677
60;64;8;3;36;806;80;Schönenberg;7,43;347;180;167;;79677
60;64;8;3;36;806;89;Tunau;4,05;181;87;94;;79677
60;64;8;3;36;806;90;Utzenfeld;7,4;659;324;335;;79694
60;64;8;3;36;806;94;Wembach;1,8;334;166;168;;79677
60;64;8;3;36;806;96;Wieden;12,25;582;297;285;;79695
50;54;8;3;36;807;;VVG der Stadt Schopfheim;;;;;;
60;64;8;3;36;807;34;Hasel;11,67; 1 109;560;549;;79686
60;64;8;3;36;807;36;Hausen im Wiesental;5,14; 2 397; 1 194; 1 203;;79688
60;64;8;3;36;807;57;Maulburg;9,73; 4 086; 2 071; 2 015;;79689
60;63;8;3;36;807;81;Schopfheim, Stadt;68,01; 19 319; 9 342; 9 977;;79650
50;56;8;3;36;808;;GVV Vorderes Kandertal;;;;;;
60;64;8;3;36;808;8;Binzen;5,81; 2 832; 1 376; 1 456;;79589
60;64;8;3;36;808;19;Eimeldingen;3,55; 2 285; 1 144; 1 141;;79591
60;64;8;3;36;808;24;Fischingen;1,89;716;362;354;;79592
60;64;8;3;36;808;73;Rümmingen;4,46; 1 633;807;826;;79595
60;64;8;3;36;808;75;Schallbach;3,95;709;342;367;;79597
60;64;8;3;36;808;100;Wittlingen;4,5;958;461;497;;79599
50;54;8;3;36;809;;VVG der Stadt Zell im Wiesental;;;;;;
60;63;8;3;36;809;103;Zell im Wiesental, Stadt;36,13; 6 044; 3 011; 3 033;;79669
60;64;8;3;36;809;106;Häg-Ehrsberg;25,04;853;451;402;;79685
40;44;8;3;37;;;Waldshut;;;;;;
60;64;8;3;37;0;2;Albbruck;39,69; 7 400; 3 704; 3 696;;79774
60;64;8;3;37;0;38;Görwihl;50,42; 4 495; 2 216; 2 279;;79733
60;64;8;3;37;0;62;Klettgau;45,87; 7 397; 3 653; 3 744;;79771
60;63;8;3;37;0;66;Laufenburg (Baden), Stadt;23,58; 8 529; 4 140; 4 389;;79725
60;63;8;3;37;0;106;Stühlingen, Stadt;93,2; 5 283; 2 631; 2 652;;79780
60;63;8;3;37;0;116;Wehr, Stadt;35,68; 12 990; 6 239; 6 751;;79664
50;54;8;3;37;801;;VVG der Stadt Bonndorf im Schwarzwald;;;;;;
60;63;8;3;37;801;22;Bonndorf im Schwarzwald, Stadt;76,02; 6 856; 3 400; 3 456;;79848
60;64;8;3;37;801;127;Wutach;30,44; 1 248;618;630;;79879
50;56;8;3;37;802;;GVV Jestetten;;;;;;
60;64;8;3;37;802;30;Dettighofen;14,39; 1 106;555;551;;79802
60;64;8;3;37;802;60;Jestetten;20,62; 5 172; 2 510; 2 662;;79798
60;64;8;3;37;802;70;Lottstetten;13,39; 2 191; 1 088; 1 103;;79807
50;56;8;3;37;803;;GVV Küssaberg;;;;;;
60;64;8;3;37;803;53;Hohentengen am Hochrhein;27,55; 3 625; 1 820; 1 805;;79801
60;64;8;3;37;803;125;Küssaberg;26,16; 5 491; 2 726; 2 765;;79790
50;56;8;3;37;804;;GVV Oberes Schlüchttal;;;;;;
60;64;8;3;37;804;39;Grafenhausen;48,55; 2 355; 1 182; 1 173;;79865
60;64;8;3;37;804;128;Ühlingen-Birkendorf;77,06; 5 216; 2 667; 2 549;;79777
50;54;8;3;37;805;;VVG der Stadt Bad Säckingen;;;;;;
60;64;8;3;37;805;49;Herrischried;37,5; 2 784; 1 392; 1 392;;79737
60;64;8;3;37;805;76;Murg;20,9; 6 951; 3 392; 3 559;;79730
60;64;8;3;37;805;90;Rickenbach;34,65; 3 848; 1 900; 1 948;;79736
60;63;8;3;37;805;96;Bad Säckingen, Stadt;25,34; 16 714; 7 964; 8 750;;79713
50;56;8;3;37;806;;GVV St. Blasien;;;;;;
60;64;8;3;37;806;13;Bernau im Schwarzwald;38,04; 1 925;960;965;;79872
60;64;8;3;37;806;27;Dachsberg (Südschwarzwald);35,6; 1 419;714;705;;79875
60;64;8;3;37;806;45;Häusern;8,88; 1 311;619;692;;79837
60;64;8;3;37;806;51;Höchenschwand;29,55; 2 510; 1 186; 1 324;;79862
60;64;8;3;37;806;59;Ibach;21,39;403;188;215;;79837
60;63;8;3;37;806;97;St. Blasien, Stadt;54,36; 4 067; 2 033; 2 034;;79837
60;64;8;3;37;806;108;Todtmoos;28,09; 2 066;984; 1 082;;79682
50;54;8;3;37;807;;VVG der Stadt Waldshut-Tiengen;;;;;;
60;64;8;3;37;807;32;Dogern;7,45; 2 333; 1 148; 1 185;;79804
60;64;8;3;37;807;65;Lauchringen;12,76; 7 399; 3 605; 3 794;;79787
60;64;8;3;37;807;118;Weilheim;35,64; 3 164; 1 574; 1 590;;79809
60;67;8;3;37;807;126;Waldshut-Tiengen, Stadt;77,98; 22 670; 10 943; 11 727;;79761
50;54;8;3;37;808;;VVG der Gemeinde Wutöschingen;;;;;;
60;64;8;3;37;808;123;Wutöschingen;26,47; 6 614; 3 321; 3 293;;79793
60;64;8;3;37;808;124;Eggingen;13,95; 1 742;861;881;;79805
20;;8;4;;;;Reg.-Bez. Tübingen;;;;;;
30;;8;4;1;;;Region Neckar-Alb;;;;;;
40;44;8;4;15;;;Reutlingen;;;;;;
60;64;8;4;15;0;14;Dettingen an der Erms;15,81; 9 252; 4 550; 4 702;;72581
60;64;8;4;15;0;19;Eningen unter Achalm;23,16; 10 857; 5 261; 5 596;;72800
60;63;8;4;15;0;59;Pfullingen, Stadt;30,13; 18 309; 8 854; 9 455;;72793
60;67;8;4;15;0;61;Reutlingen, Stadt;87,06; 112 252; 54 599; 57 653;;72764
60;63;8;4;15;0;73;Trochtelfingen, Stadt;79,22; 6 624; 3 297; 3 327;;72818
60;64;8;4;15;0;80;Wannweil;5,34; 5 114; 2 492; 2 622;;72827
60;65;8;4;15;0;86;Gutsbezirk Münsingen, gemfr. Gebiet;66,98;228;112;116;;72525
60;64;8;4;15;0;91;Sonnenbühl;61,26; 7 059; 3 557; 3 502;;72820
60;64;8;4;15;0;92;Lichtenstein;34,24; 9 280; 4 543; 4 737;;72805
60;64;8;4;15;0;93;St. Johann;58,96; 5 281; 2 638; 2 643;;72813
50;54;8;4;15;801;;VVG der Gemeinde Engstingen;;;;;;
60;64;8;4;15;801;89;Engstingen;31,51; 5 519; 2 736; 2 783;;72829
60;64;8;4;15;801;90;Hohenstein;61,7; 3 749; 1 862; 1 887;;72531
50;54;8;4;15;802;;VVG der Stadt Metzingen;;;;;;
60;64;8;4;15;802;29;Grafenberg;3,51; 2 625; 1 350; 1 275;;72661
60;67;8;4;15;802;50;Metzingen, Stadt;34,58; 21 983; 10 583; 11 400;;72555
60;64;8;4;15;802;62;Riederich;4,64; 4 319; 2 117; 2 202;;72585
50;54;8;4;15;803;;VVG der Stadt Münsingen;;;;;;
60;64;8;4;15;803;27;Gomadingen;45,85; 2 208; 1 130; 1 078;;72532
60;64;8;4;15;803;48;Mehrstetten;17,1; 1 446;741;705;;72537
60;63;8;4;15;803;53;Münsingen, Stadt;116,05; 14 582; 7 087; 7 495;;72525
50;54;8;4;15;804;;VVG der Gemeinde Pliezhausen;;;;;;
60;64;8;4;15;804;60;Pliezhausen;17,31; 9 536; 4 754; 4 782;;72124
60;64;8;4;15;804;87;Walddorfhäslach;14,44; 4 798; 2 396; 2 402;;72141
50;54;8;4;15;805;;VVG der Stadt Bad Urach;;;;;;
60;64;8;4;15;805;28;Grabenstetten;14,53; 1 576;814;762;;72582
60;64;8;4;15;805;39;Hülben;6,4; 2 885; 1 388; 1 497;;72584
60;63;8;4;15;805;78;Bad Urach, Stadt;55,5; 12 732; 6 206; 6 526;;72574
60;64;8;4;15;805;88;Römerstein;46,05; 3 911; 1 892; 2 019;;72587
50;56;8;4;15;806;;GVV Zwiefalten-Hayingen;;;;;;
60;63;8;4;15;806;34;Hayingen, Stadt;63,33; 2 224; 1 144; 1 080;;72534
60;64;8;4;15;806;58;Pfronstetten;54,06; 1 567;826;741;;72539
60;64;8;4;15;806;85;Zwiefalten;45,43; 2 133; 1 091; 1 042;;88529
40;44;8;4;16;;;Tübingen;;;;;;
60;64;8;4;16;0;9;Dettenhausen;11,02; 5 392; 2 674; 2 718;;72135
60;64;8;4;16;0;22;Kirchentellinsfurt;11; 5 497; 2 727; 2 770;;72138
60;64;8;4;16;0;23;Kusterdingen;24,24; 8 241; 4 061; 4 180;;72127
60;67;8;4;16;0;41;Tübingen, Universitätsstadt;108,12; 83 496; 40 484; 43 012;;72070
60;64;8;4;16;0;48;Ammerbuch;48,06; 11 571; 5 768; 5 803;;72119
50;56;8;4;16;801;;GVV Steinlach-Wiesaz;;;;;;
60;64;8;4;16;801;11;Dußlingen;13,06; 5 467; 2 702; 2 765;;72144
60;64;8;4;16;801;15;Gomaringen;17,3; 8 543; 4 170; 4 373;;72810
60;64;8;4;16;801;26;Nehren;8,59; 4 259; 2 074; 2 185;;72147
50;54;8;4;16;802;;VVG der Stadt Mössingen;;;;;;
60;64;8;4;16;802;6;Bodelshausen;13,82; 5 936; 2 963; 2 973;;72411
60;63;8;4;16;802;25;Mössingen, Stadt;50,05; 19 941; 9 850; 10 091;;72116
60;64;8;4;16;802;31;Ofterdingen;15,15; 4 431; 2 219; 2 212;;72131
50;54;8;4;16;803;;VVG der Stadt Rottenburg am Neckar;;;;;;
60;64;8;4;16;803;18;Hirrlingen;12,81; 2 932; 1 465; 1 467;;72145
60;67;8;4;16;803;36;Rottenburg am Neckar, Stadt;142,25; 42 861; 21 531; 21 330;;72108
60;64;8;4;16;803;49;Neustetten;15,87; 3 445; 1 714; 1 731;;72149
60;64;8;4;16;803;50;Starzach;27,82; 4 465; 2 210; 2 255;;72181
40;44;8;4;17;;;Zollernalbkreis;;;;;;
60;63;8;4;17;0;13;Burladingen, Stadt;123,33; 12 964; 6 319; 6 645;;72393
60;63;8;4;17;0;25;Haigerloch, Stadt;76,44; 10 921; 5 444; 5 477;;72401
60;63;8;4;17;0;54;Rosenfeld, Stadt;51,11; 6 545; 3 302; 3 243;;72348
50;54;8;4;17;801;;VVG der Stadt Albstadt;;;;;;
60;64;8;4;17;801;10;Bitz;8,82; 3 783; 1 834; 1 949;;72475
60;67;8;4;17;801;79;Albstadt, Stadt;134,41; 46 505; 22 624; 23 881;;72458
50;54;8;4;17;802;;VVG der Stadt Balingen;;;;;;
60;67;8;4;17;802;2;Balingen, Stadt;90,34; 34 402; 16 761; 17 641;;72336
60;63;8;4;17;802;22;Geislingen, Stadt;31,95; 6 022; 3 044; 2 978;;72351
50;54;8;4;17;803;;VVG der Gemeinde Bisingen;;;;;;
60;64;8;4;17;803;8;Bisingen;32,84; 9 311; 4 592; 4 719;;72406
60;64;8;4;17;803;23;Grosselfingen;16,15; 2 130; 1 074; 1 056;;72415
50;54;8;4;17;804;;VVG der Stadt Hechingen;;;;;;
60;63;8;4;17;804;31;Hechingen, Stadt;66,44; 19 400; 9 481; 9 919;;72379
60;64;8;4;17;804;36;Jungingen;9,33; 1 443;696;747;;72417
60;64;8;4;17;804;51;Rangendingen;21,68; 5 225; 2 548; 2 677;;72414
50;54;8;4;17;805;;VVG der Stadt Meßstetten;;;;;;
60;63;8;4;17;805;44;Meßstetten, Stadt;76,82; 10 868; 5 481; 5 387;;72469
60;64;8;4;17;805;45;Nusplingen;20,75; 1 832;904;928;;72362
60;64;8;4;17;805;47;Obernheim;15,02; 1 541;758;783;;72364
50;56;8;4;17;806;;GVV Oberes Schlichemtal;;;;;;
60;64;8;4;17;806;14;Dautmergen;4,54;416;202;214;;72356
60;64;8;4;17;806;15;Dormettingen;6,55; 1 072;551;521;;72358
60;64;8;4;17;806;16;Dotternhausen;10; 1 865;929;936;;72359
60;64;8;4;17;806;29;Hausen am Tann;8,49;504;256;248;;72361
60;64;8;4;17;806;52;Ratshausen;5,77;793;374;419;;72365
60;63;8;4;17;806;57;Schömberg, Stadt;23,27; 4 687; 2 373; 2 314;;72355
60;64;8;4;17;806;71;Weilen unter den Rinnen;3,08;631;316;315;;72367
60;64;8;4;17;806;78;Zimmern unter der Burg;5,05;488;251;237;;72369
50;54;8;4;17;807;;VVG der Gemeinde Winterlingen;;;;;;
60;64;8;4;17;807;63;Straßberg;24,9; 2 710; 1 334; 1 376;;72479
60;64;8;4;17;807;75;Winterlingen;50,64; 6 664; 3 307; 3 357;;72474
30;;8;4;2;;;Region Donau-Iller;;;;;;
40;42;8;4;21;;;Ulm;;;;;;
60;62;8;4;21;0;0;Ulm, Universitätsstadt;118,69; 120 625; 59 164; 61 461;;89073
40;44;8;4;25;;;Alb-Donau-Kreis;;;;;;
60;63;8;4;25;0;39;Erbach, Stadt;63,29; 13 201; 6 629; 6 572;;89155
60;63;8;4;25;0;108;Schelklingen, Stadt;75,24; 7 165; 3 641; 3 524;;89601
60;64;8;4;25;0;141;Blaustein;55,61; 15 154; 7 568; 7 586;;89134
50;54;8;4;25;801;;VVG der Gemeinde Allmendingen;;;;;;
60;64;8;4;25;801;2;Allmendingen;45,9; 4 601; 2 283; 2 318;;89604
60;64;8;4;25;801;4;Altheim;7,8;573;300;273;;89605
50;54;8;4;25;802;;VVG der Stadt Blaubeuren;;;;;;
60;64;8;4;25;802;17;Berghülen;26,13; 1 956; 1 006;950;;89180
60;63;8;4;25;802;20;Blaubeuren, Stadt;79,15; 11 881; 5 787; 6 094;;89143
50;56;8;4;25;803;;GVV Dietenheim;;;;;;
60;63;8;4;25;803;28;Dietenheim, Stadt;18,75; 6 569; 3 270; 3 299;;89165
60;64;8;4;25;803;66;Illerrieden;18,17; 3 336; 1 653; 1 683;;89186
60;64;8;4;25;803;140;Balzheim;17,58; 2 020; 1 070;950;;88481
50;54;8;4;25;804;;VVG der Gemeinde Dornstadt;;;;;;
60;64;8;4;25;804;14;Beimerstetten;14,34; 2 478; 1 230; 1 248;;89179
60;64;8;4;25;804;31;Dornstadt;59,24; 8 571; 4 210; 4 361;;89160
60;64;8;4;25;804;135;Westerstetten;13,09; 2 213; 1 106; 1 107;;89198
50;54;8;4;25;805;;VVG der Stadt Ehingen (Donau);;;;;;
60;67;8;4;25;805;33;Ehingen (Donau), Stadt;178,38; 26 017; 12 876; 13 141;;89584
60;64;8;4;25;805;50;Griesingen;8,16; 1 010;486;524;;89608
60;64;8;4;25;805;88;Oberdischingen;8,84; 1 971;970; 1 001;;89610
60;64;8;4;25;805;93;Öpfingen;8,88; 2 272; 1 156; 1 116;;89614
50;56;8;4;25;806;;GVV Kirchberg-Weihungstal;;;;;;
60;64;8;4;25;806;64;Hüttisheim;10,35; 1 370;674;696;;89185
60;64;8;4;25;806;110;Schnürpflingen;10,71; 1 360;669;691;;89194
60;64;8;4;25;806;137;Illerkirchberg;11,45; 4 746; 2 362; 2 384;;89171
60;64;8;4;25;806;138;Staig;17,74; 3 202; 1 582; 1 620;;89195
50;56;8;4;25;807;;GVV Laichinger Alb;;;;;;
60;63;8;4;25;807;71;Laichingen, Stadt;69,84; 10 990; 5 473; 5 517;;89150
60;64;8;4;25;807;79;Merklingen;21,31; 1 871;920;951;;89188
60;64;8;4;25;807;84;Nellingen;35,78; 1 882;968;914;;89191
60;64;8;4;25;807;134;Westerheim;22,93; 2 848; 1 417; 1 431;;72589
60;64;8;4;25;807;139;Heroldstatt;21,81; 2 608; 1 313; 1 295;;72535
50;56;8;4;25;808;;GVV Langenau;;;;;;
60;64;8;4;25;808;5;Altheim (Alb);25,78; 1 805;918;887;;89174
60;64;8;4;25;808;11;Asselfingen;12,85; 1 000;535;465;;89176
60;64;8;4;25;808;13;Ballendorf;14,21;643;306;337;;89177
60;64;8;4;25;808;19;Bernstadt;13,95; 2 019; 1 001; 1 018;;89182
60;64;8;4;25;808;22;Börslingen;6,29;167;86;81;;89177
60;64;8;4;25;808;24;Breitingen;2,89;257;136;121;;89183
60;64;8;4;25;808;62;Holzkirch;8,14;269;131;138;;89183
60;63;8;4;25;808;72;Langenau, Stadt;75; 14 235; 7 167; 7 068;;89129
60;64;8;4;25;808;83;Neenstetten;8,3;806;389;417;;89189
60;64;8;4;25;808;85;Nerenstetten;6,09;366;181;185;;89129
60;64;8;4;25;808;92;Öllingen;8,09;496;258;238;;89129
60;64;8;4;25;808;97;Rammingen;14,03; 1 306;667;639;;89192
60;64;8;4;25;808;112;Setzingen;8,42;636;324;312;;89129
60;64;8;4;25;808;130;Weidenstetten;17,21; 1 225;627;598;;89197
50;56;8;4;25;809;;GVV Lonsee-Amstetten;;;;;;
60;64;8;4;25;809;8;Amstetten;49,8; 3 974; 2 007; 1 967;;73340
60;64;8;4;25;809;75;Lonsee;43,32; 4 746; 2 399; 2 347;;89173
50;56;8;4;25;810;;GVV Verwaltungsgemeinschaft Munderkingen;;;;;;
60;64;8;4;25;810;35;Emeringen;7,53;135;64;71;;88499
60;64;8;4;25;810;36;Emerkingen;7,4;834;421;413;;89607
60;64;8;4;25;810;52;Grundsheim;3,7;201;100;101;;89613
60;64;8;4;25;810;55;Hausen am Bussen;3,52;308;164;144;;89597
60;64;8;4;25;810;73;Lauterach;13,77;604;323;281;;89584
60;63;8;4;25;810;81;Munderkingen, Stadt;13,08; 5 099; 2 474; 2 625;;89597
60;64;8;4;25;810;90;Obermarchtal;26,59; 1 276;635;641;;89611
60;64;8;4;25;810;91;Oberstadion;15,8; 1 615;866;749;;89613
60;64;8;4;25;810;98;Rechtenstein;3,77;293;148;145;;89611
60;64;8;4;25;810;104;Rottenacker;10,29; 2 198; 1 116; 1 082;;89616
60;64;8;4;25;810;123;Untermarchtal;5,61;947;339;608;;89617
60;64;8;4;25;810;124;Unterstadion;8,84;728;352;376;;89619
60;64;8;4;25;810;125;Unterwachingen;2,6;180;93;87;;89597
40;44;8;4;26;;;Biberach;;;;;;
60;64;8;4;26;0;134;Schemmerhofen;50,21; 7 553; 3 761; 3 792;;88433
50;56;8;4;26;801;;GVV Bad Buchau;;;;;;
60;64;8;4;26;801;5;Alleshausen;11,31;505;253;252;;88422
60;64;8;4;26;801;6;Allmannsweiler;4,1;317;157;160;;88348
60;63;8;4;26;801;13;Bad Buchau, Stadt;23,77; 4 080; 1 995; 2 085;;88422
60;64;8;4;26;801;20;Betzenweiler;9,7;722;364;358;;88422
60;64;8;4;26;801;36;Dürnau;7,26;457;234;223;;88422
60;64;8;4;26;801;64;Kanzach;11,2;501;245;256;;88422
60;64;8;4;26;801;78;Moosburg;1,86;190;94;96;;88422
60;64;8;4;26;801;90;Oggelshausen;13,12;953;473;480;;88422
60;64;8;4;26;801;109;Seekirch;5,77;287;135;152;;88422
60;64;8;4;26;801;118;Tiefenbach;6,95;513;250;263;;88422
50;54;8;4;26;802;;VVG der Stadt Bad Schussenried;;;;;;
60;63;8;4;26;802;14;Bad Schussenried, Stadt;55,01; 8 458; 4 166; 4 292;;88427
60;64;8;4;26;802;62;Ingoldingen;44,24; 2 676; 1 376; 1 300;;88456
50;54;8;4;26;803;;VVG der Stadt Biberach an der Riß;;;;;;
60;64;8;4;26;803;11;Attenweiler;27,2; 1 734;918;816;;88448
60;67;8;4;26;803;21;Biberach an der Riß, Stadt;72,16; 32 282; 15 503; 16 779;;88400
60;64;8;4;26;803;38;Eberhardzell;59,72; 4 036; 2 056; 1 980;;88436
60;64;8;4;26;803;58;Hochdorf;23,76; 2 099; 1 054; 1 045;;88454
60;64;8;4;26;803;71;Maselheim;47,03; 4 547; 2 266; 2 281;;88437
60;64;8;4;26;803;74;Mittelbiberach;23,68; 3 913; 1 918; 1 995;;88441
60;64;8;4;26;803;120;Ummendorf;20,65; 4 276; 2 123; 2 153;;88444
60;64;8;4;26;803;128;Warthausen;25,75; 4 775; 2 367; 2 408;;88447
50;56;8;4;26;804;;GVV Illertal;;;;;;
60;64;8;4;26;804;19;Berkheim;24,98; 2 683; 1 339; 1 344;;88450
60;64;8;4;26;804;31;Dettingen an der Iller;11,14; 2 255; 1 131; 1 124;;88451
60;64;8;4;26;804;44;Erolzheim;26,31; 3 119; 1 516; 1 603;;88453
60;64;8;4;26;804;65;Kirchberg an der Iller;18,64; 1 926;955;971;;88486
60;64;8;4;26;804;66;Kirchdorf an der Iller;22,86; 3 594; 1 794; 1 800;;88457
50;54;8;4;26;805;;VVG der Stadt Laupheim;;;;;;
60;64;8;4;26;805;1;Achstetten;23,38; 3 925; 1 967; 1 958;;88480
60;64;8;4;26;805;28;Burgrieden;21,87; 3 586; 1 834; 1 752;;88483
60;63;8;4;26;805;70;Laupheim, Stadt;61,78; 19 192; 9 563; 9 629;;88471
60;64;8;4;26;805;73;Mietingen;26,34; 4 001; 2 070; 1 931;;88487
50;54;8;4;26;806;;VVG der Stadt Ochsenhausen;;;;;;
60;64;8;4;26;806;43;Erlenmoos;24,26; 1 668;857;811;;88416
60;63;8;4;26;806;87;Ochsenhausen, Stadt;59,96; 8 849; 4 382; 4 467;;88416
60;64;8;4;26;806;113;Steinhausen an der Rottum;29,88; 1 925;991;934;;88416
60;64;8;4;26;806;135;Gutenzell-Hürbel;37,86; 1 867;950;917;;88484
50;54;8;4;26;807;;VVG der Stadt Riedlingen;;;;;;
60;64;8;4;26;807;8;Altheim;23,74; 2 282; 1 141; 1 141;;88499
60;64;8;4;26;807;35;Dürmentingen;24,09; 2 597; 1 324; 1 273;;88525
60;64;8;4;26;807;45;Ertingen;37,73; 5 557; 2 777; 2 780;;88521
60;64;8;4;26;807;67;Langenenslingen;88,4; 3 568; 1 753; 1 815;;88515
60;63;8;4;26;807;97;Riedlingen, Stadt;64,97; 10 376; 4 995; 5 381;;88499
60;64;8;4;26;807;121;Unlingen;26,88; 2 436; 1 232; 1 204;;88527
60;64;8;4;26;807;124;Uttenweiler;49,78; 3 677; 1 883; 1 794;;88524
50;56;8;4;26;808;;GVV Rot-Tannheim;;;;;;
60;64;8;4;26;808;100;Rot an der Rot;63,46; 4 396; 2 254; 2 142;;88430
60;64;8;4;26;808;117;Tannheim;27,68; 2 351; 1 166; 1 185;;88459
50;54;8;4;26;809;;VVG der Gemeinde Schwendi;;;;;;
60;64;8;4;26;809;108;Schwendi;49,23; 6 288; 3 131; 3 157;;88477
60;64;8;4;26;809;125;Wain;20,14; 1 540;788;752;;88489
30;;8;4;3;;;Region Bodensee-Oberschwaben;;;;;;
40;44;8;4;35;;;Bodenseekreis;;;;;;
60;64;8;4;35;0;35;Meckenbeuren;31,9; 13 295; 6 707; 6 588;;88074
50;56;8;4;35;801;;GVV Eriskirch-Kressbronn am Bodensee-Langenargen;;;;;;
60;64;8;4;35;801;13;Eriskirch;14,58; 4 444; 2 230; 2 214;;88097
60;64;8;4;35;801;29;Kressbronn am Bodensee;20,42; 8 055; 3 895; 4 160;;88079
60;64;8;4;35;801;30;Langenargen;15,27; 7 573; 3 658; 3 915;;88085
50;54;8;4;35;802;;VVG der Stadt Friedrichshafen;;;;;;
60;67;8;4;35;802;16;Friedrichshafen, Stadt;69,91; 58 068; 28 468; 29 600;;88045
60;64;8;4;35;802;24;Immenstaad am Bodensee;9,26; 6 005; 2 940; 3 065;;88090
50;56;8;4;35;803;;GVV Markdorf;;;;;;
60;64;8;4;35;803;5;Bermatingen;15,45; 3 760; 1 884; 1 876;;88697
60;63;8;4;35;803;34;Markdorf, Stadt;40,91; 12 686; 6 147; 6 539;;88677
60;64;8;4;35;803;45;Oberteuringen;20,07; 4 332; 2 159; 2 173;;88094
60;64;8;4;35;803;67;Deggenhausertal;62,18; 4 176; 2 067; 2 109;;88693
50;56;8;4;35;804;;GVV Meersburg;;;;;;
60;64;8;4;35;804;10;Daisendorf;2,44; 1 511;749;762;;88718
60;64;8;4;35;804;18;Hagnau am Bodensee;2,94; 1 350;627;723;;88709
60;63;8;4;35;804;36;Meersburg, Stadt;12,08; 5 543; 2 630; 2 913;;88709
60;64;8;4;35;804;54;Stetten;4,3;977;454;523;;88719
60;64;8;4;35;804;66;Uhldingen-Mühlhofen;15,66; 8 003; 3 929; 4 074;;88690
50;56;8;4;35;805;;GVV Salem;;;;;;
60;64;8;4;35;805;15;Frickingen;26,46; 2 768; 1 403; 1 365;;88699
60;64;8;4;35;805;20;Heiligenberg;40,77; 2 910; 1 434; 1 476;;88633
60;64;8;4;35;805;52;Salem;62,7; 11 168; 5 604; 5 564;;88682
50;54;8;4;35;806;;VVG der Stadt Tettnang;;;;;;
60;64;8;4;35;806;42;Neukirch;26,58; 2 697; 1 382; 1 315;;88099
