Gemeinden in Deutschland nach Fläche, Einwohner und Postleitzahl am 31.12.2005 (Jahr);;;;;;;;;;;;;
;;;;;;;;;;;;;
Satz-art;Text-kenn-zeichen;Regionalschlüssel;;;;;Gemeindename;Fläche in km2;Einwohner;;;;Post-leitzahl
;;Land;RB;Kreis;VB;Gem;;;insgesamt;männlich;weiblich;;
;;Gebietsstand am 31.12.2005 (Jahr);;;;;;am 31.12.2005 (Jahr);;;;;
;;;;;;;;;;;;;
60;64;7;1;43;704;27;Heiligenroth;6,01; 1 426;707;719;;56412
60;64;7;1;43;704;33;Holler;4,54; 1 109;536;573;;56412
60;64;7;1;43;704;34;Horbach;3,94;718;334;384;;56412
60;64;7;1;43;704;36;Hübingen;3,56;537;278;259;;56412
60;64;7;1;43;704;39;Kadenbach;4,45; 1 447;726;721;;56337
60;63;7;1;43;704;48;Montabaur, Stadt;33,61; 12 597; 6 023; 6 574;;56410
60;64;7;1;43;704;51;Nentershausen;7,55; 2 023; 1 013; 1 010;;56412
60;64;7;1;43;704;52;Neuhäusel;1,67; 2 072; 1 020; 1 052;;56335
60;64;7;1;43;704;53;Niederelbert;10,26; 1 631;809;822;;56412
60;64;7;1;43;704;54;Niedererbach;4,43; 1 018;496;522;;56412
60;64;7;1;43;704;55;Nomborn;4;713;344;369;;56412
60;64;7;1;43;704;57;Oberelbert;3,45; 1 081;547;534;;56412
60;64;7;1;43;704;65;Ruppach-Goldhausen;4,41; 1 179;600;579;;56412
60;64;7;1;43;704;71;Simmern;9,08; 1 485;794;691;;56337
60;64;7;1;43;704;72;Stahlhofen;2,98;695;340;355;;56412
60;64;7;1;43;704;77;Untershausen;1,92;517;267;250;;56412
60;64;7;1;43;704;79;Welschneudorf;7,77; 1 019;520;499;;56412
50;53;7;1;43;705;;Ransbach-Baumbach;;;;;;
60;64;7;1;43;705;1;Alsbach;4,77;588;302;286;;56237
60;64;7;1;43;705;6;Breitenau;6,06;716;344;372;;56237
60;64;7;1;43;705;7;Caan;3,44;713;360;353;;56237
60;64;7;1;43;705;9;Deesen;3,4;672;324;348;;56237
60;64;7;1;43;705;38;Hundsdorf;1,4;447;224;223;;56235
60;64;7;1;43;705;50;Nauort;6,42; 2 329; 1 101; 1 228;;56237
60;64;7;1;43;705;59;Oberhaid;1,92;389;186;203;;56237
60;63;7;1;43;705;62;Ransbach-Baumbach, Stadt;12,14; 7 333; 3 622; 3 711;;56235
60;64;7;1;43;705;68;Sessenbach;2,79;552;273;279;;56237
60;64;7;1;43;705;82;Wirscheid;2,68;317;172;145;;56237
60;64;7;1;43;705;84;Wittgert;4,74;652;330;322;;56237
50;53;7;1;43;706;;Rennerod;;;;;;
60;64;7;1;43;706;214;Bretthausen;3,39;201;102;99;;56479
60;64;7;1;43;706;218;Elsoff (Westerwald);9,44; 1 001;507;494;;56479
60;64;7;1;43;706;237;Hellenhahn-Schellenberg;7,28; 1 311;647;664;;56479
60;64;7;1;43;706;244;Homberg;2,16;158;84;74;;56479
60;64;7;1;43;706;245;Hüblingen;4,5;304;149;155;;56479
60;64;7;1;43;706;246;Irmtraut;4,52;783;381;402;;56479
60;64;7;1;43;706;256;Liebenscheid;10,56;957;470;487;;56479
60;64;7;1;43;706;271;Neunkirchen;6,61;565;276;289;;56479
60;64;7;1;43;706;272;Neustadt/ Westerwald;2,8;576;291;285;;56479
60;64;7;1;43;706;274;Niederroßbach;4,39;834;431;403;;56479
60;64;7;1;43;706;278;Nister-Möhrendorf;2,97;329;155;174;;56477
60;64;7;1;43;706;282;Oberrod;6,72;729;370;359;;56479
60;64;7;1;43;706;283;Oberroßbach;2,81;352;201;151;;56479
60;64;7;1;43;706;285;Rehe;7,41;950;475;475;;56479
60;63;7;1;43;706;286;Rennerod, Stadt;18,14; 3 960; 1 950; 2 010;;56477
60;64;7;1;43;706;291;Salzburg;2,3;222;118;104;;56479
60;64;7;1;43;706;292;Seck;8,62; 1 312;685;627;;56479
60;64;7;1;43;706;295;Stein-Neukirch;7,15;478;240;238;;56479
60;64;7;1;43;706;302;Waigandshain;4,05;210;101;109;;56477
60;64;7;1;43;706;303;Waldmühlen;3,1;371;176;195;;56479
60;64;7;1;43;706;309;Westernohe;7,5;942;464;478;;56479
60;64;7;1;43;706;311;Willingen;3,68;276;140;136;;56479
60;64;7;1;43;706;315;Zehnhausen bei Rennerod;2,96;422;214;208;;56477
50;53;7;1;43;707;;Selters (Westerwald);;;;;;
60;64;7;1;43;707;15;Ellenhausen;1,9;299;150;149;;56242
60;64;7;1;43;707;18;Freilingen;3,67;687;334;353;;56244
60;64;7;1;43;707;19;Freirachdorf;4,28;682;335;347;;56244
60;64;7;1;43;707;22;Goddert;2,39;438;223;215;;56244
60;64;7;1;43;707;25;Hartenfels;8,15;868;445;423;;56244
60;64;7;1;43;707;29;Herschbach;15,73; 2 890; 1 425; 1 465;;56249
60;64;7;1;43;707;41;Krümmel;2,2;370;194;176;;56244
60;64;7;1;43;707;44;Marienrachdorf;5,04;988;476;512;;56242
60;64;7;1;43;707;45;Maroth;3,43;262;144;118;;56271
60;64;7;1;43;707;46;Maxsain;13,51; 1 151;570;581;;56244
60;64;7;1;43;707;56;Nordhofen;3,86;556;276;280;;56242
60;64;7;1;43;707;61;Quirnbach;3,08;510;257;253;;56242
60;64;7;1;43;707;64;Rückeroth;3,47;537;257;280;;56244
60;64;7;1;43;707;66;Schenkelberg;3,52;678;338;340;;56244
60;63;7;1;43;707;67;Selters (Westerwald), Stadt;8,71; 2 757; 1 371; 1 386;;56242
60;64;7;1;43;707;69;Sessenhausen;5,45;963;481;482;;56244
60;64;7;1;43;707;75;Steinen;4,2;252;138;114;;56244
60;64;7;1;43;707;78;Vielbach;4,55;589;304;285;;56244
60;64;7;1;43;707;85;Wölferlingen;8,23;570;294;276;;56244
60;64;7;1;43;707;221;Ewighausen;2,55;230;115;115;;56244
60;64;7;1;43;707;305;Weidenhahn;3,25;567;288;279;;56244
50;53;7;1;43;708;;Wallmerod;;;;;;
60;64;7;1;43;708;11;Dreikirchen;3,7; 1 023;509;514;;56414
60;64;7;1;43;708;37;Hundsangen;7,63; 2 117; 1 051; 1 066;;56414
60;64;7;1;43;708;58;Obererbach;2,6;535;265;270;;56414
60;64;7;1;43;708;74;Steinefrenz;4,86;767;382;385;;56414
60;64;7;1;43;708;80;Weroth;2,52;625;307;318;;56414
60;64;7;1;43;708;203;Arnshöfen;2,94;159;79;80;;56244
60;64;7;1;43;708;208;Berod bei Wallmerod;3,92;560;289;271;;56414
60;64;7;1;43;708;210;Bilkheim;2,65;496;250;246;;56414
60;64;7;1;43;708;220;Ettinghausen;2,38;320;161;159;;56244
60;64;7;1;43;708;232;Hahn am See;3,7;430;223;207;;56244
60;64;7;1;43;708;239;Herschbach (Oberwesterwald);4,63;972;495;477;;56414
60;64;7;1;43;708;251;Kuhnhöfen;1,68;164;82;82;;56244
60;64;7;1;43;708;263;Meudt;14,69; 1 895;954;941;;56414
60;64;7;1;43;708;266;Molsberg;3,65;464;215;249;;56414
60;64;7;1;43;708;273;Niederahr;4,03;830;418;412;;56414
60;64;7;1;43;708;281;Oberahr;4,27;570;293;277;;56414
60;64;7;1;43;708;290;Salz;4,96;950;471;479;;56414
60;64;7;1;43;708;304;Wallmerod;2,66; 1 315;610;705;;56414
60;64;7;1;43;708;316;Zehnhausen bei Wallmerod;1,57;179;91;88;;56414
60;64;7;1;43;708;501;Elbingen;2,3;300;159;141;;56459
60;64;7;1;43;708;502;Mähren;1,59;247;120;127;;56459
50;53;7;1;43;709;;Westerburg;;;;;;
60;64;7;1;43;709;200;Ailertchen;5,58;637;320;317;;56459
60;64;7;1;43;709;207;Bellingen;4,29;581;280;301;;56459
60;64;7;1;43;709;209;Berzhahn;3,26;500;242;258;;56459
60;64;7;1;43;709;213;Brandscheid;3,03;522;270;252;;56459
60;64;7;1;43;709;219;Enspel;1,46;280;133;147;;57647
60;64;7;1;43;709;224;Gemünden;5,19; 1 091;502;589;;56459
60;64;7;1;43;709;226;Girkenroth;2,77;611;321;290;;56459
60;64;7;1;43;709;228;Guckheim;3,77;908;453;455;;56459
60;64;7;1;43;709;230;Härtlingen;3,2;435;215;220;;56459
60;64;7;1;43;709;233;Halbs;2,12;362;183;179;;56457
60;64;7;1;43;709;238;Hergenroth;1,89;453;220;233;;56457
60;64;7;1;43;709;242;Höhn;13,69; 3 125; 1 600; 1 525;;56462
60;64;7;1;43;709;247;Kaden;2,25;630;311;319;;56459
60;64;7;1;43;709;249;Kölbingen;4,07; 1 088;514;574;;56459
60;64;7;1;43;709;254;Langenhahn;5,75; 1 425;733;692;;56459
60;64;7;1;43;709;284;Pottum;4,36; 1 030;519;511;;56459
60;64;7;1;43;709;288;Rotenhain;4,1;548;283;265;;56459
60;64;7;1;43;709;289;Rothenbach;6,72;912;465;447;;56459
60;64;7;1;43;709;293;Stahlhofen am Wiesensee;2,42;356;180;176;;56459
60;64;7;1;43;709;298;Stockum-Püschen;3,54;726;368;358;;56459
60;64;7;1;43;709;307;Weltersburg;2,66;272;144;128;;56459
60;63;7;1;43;709;308;Westerburg, Stadt;18,48; 5 690; 2 788; 2 902;;56457
60;64;7;1;43;709;312;Willmenrod;3,63;691;354;337;;56459
60;64;7;1;43;709;314;Winnen;3,26;465;224;241;;56459
50;53;7;1;43;710;;Wirges;;;;;;
60;64;7;1;43;710;3;Bannberscheid;1,88;606;299;307;;56424
60;64;7;1;43;710;10;Dernbach (Westerwald);8,73; 2 526; 1 101; 1 425;;56428
60;64;7;1;43;710;12;Ebernhahn;3,33; 1 228;612;616;;56424
60;64;7;1;43;710;28;Helferskirchen;5; 1 130;540;590;;56244
60;64;7;1;43;710;42;Leuterod;3,91;842;448;394;;56244
60;64;7;1;43;710;47;Mogendorf;4,24; 1 171;595;576;;56424
60;64;7;1;43;710;49;Moschheim;3,44;777;395;382;;56424
60;64;7;1;43;710;60;Ötzingen;5,98; 1 369;685;684;;56244
60;64;7;1;43;710;70;Siershahn;4,43; 2 859; 1 380; 1 479;;56427
60;64;7;1;43;710;73;Staudt;2,65; 1 071;511;560;;56424
60;63;7;1;43;710;81;Wirges, Stadt;10,13; 5 165; 2 443; 2 722;;56422
60;64;7;1;43;710;275;Niedersayn;2,82;225;124;101;;56244
20;;7;2;;;;früher: Reg.-Bez. Trier;;;;;;
40;41;7;2;11;;;Trier, Stadt;;;;;;
60;61;7;2;11;0;0;Trier, Stadt;117,14; 99 843; 47 272; 52 571;;54290
40;44;7;2;31;;;Bernkastel-Wittlich;;;;;;
60;63;7;2;31;0;134;Wittlich, Stadt;49,64; 17 863; 8 762; 9 101;;54516
60;64;7;2;31;0;502;Morbach;122,16; 11 121; 5 628; 5 493;;54497
50;53;7;2;31;701;;Bernkastel-Kues;;;;;;
60;63;7;2;31;701;8;Bernkastel-Kues, Stadt;23,66; 6 732; 3 215; 3 517;;54470
60;64;7;2;31;701;12;Brauneberg;12,22; 1 158;594;564;;54472
60;64;7;2;31;701;16;Burgen;7,78;590;295;295;;54472
60;64;7;2;31;701;30;Erden;3,69;397;201;196;;54492
60;64;7;2;31;701;40;Gornhausen;5,3;222;105;117;;54472
60;64;7;2;31;701;41;Graach an der Mosel;8,64;730;398;332;;54470
60;64;7;2;31;701;56;Hochscheid;15,39;253;130;123;;54472
60;64;7;2;31;701;66;Kesten;3,8;358;183;175;;54518
60;64;7;2;31;701;70;Kleinich;20,31;720;377;343;;54483
60;64;7;2;31;701;71;Kommen;2,82;289;142;147;;54472
60;64;7;2;31;701;75;Lieser;5,42; 1 195;576;619;;54470
60;64;7;2;31;701;76;Lösnich;2,53;432;219;213;;54492
60;64;7;2;31;701;77;Longkamp;11,5; 1 182;589;593;;54472
60;64;7;2;31;701;81;Maring-Noviand;12,23; 1 524;765;759;;54484
60;64;7;2;31;701;87;Monzelfeld;12,5; 1 267;627;640;;54472
60;64;7;2;31;701;90;Mülheim (Mosel);4,92;974;486;488;;54486
60;64;7;2;31;701;125;Ürzig;6,04;908;455;453;;54539
60;64;7;2;31;701;126;Veldenz;14,41;935;465;470;;54472
60;64;7;2;31;701;133;Wintrich;17,59;939;466;473;;54487
60;64;7;2;31;701;136;Zeltingen-Rachtig;16,94; 2 303; 1 111; 1 192;;54492
50;53;7;2;31;702;;Kröv-Bausendorf;;;;;;
60;64;7;2;31;702;4;Bausendorf;11,86; 1 350;683;667;;54538
60;64;7;2;31;702;5;Bengel;27,49;952;497;455;;54538
60;64;7;2;31;702;20;Diefenbach;1,42;70;37;33;;54538
60;64;7;2;31;702;33;Flußbach;6,86;458;231;227;;54516
60;64;7;2;31;702;57;Hontheim;24,77;844;421;423;;54538
60;64;7;2;31;702;67;Kinderbeuern;5,56; 1 106;574;532;;54538
60;64;7;2;31;702;68;Kinheim;9,07;825;391;434;;54538
60;64;7;2;31;702;72;Kröv;14,75; 2 315; 1 117; 1 198;;54536
60;64;7;2;31;702;110;Reil;12,14; 1 131;537;594;;56861
60;64;7;2;31;702;132;Willwerscheid;2,46;63;32;31;;54533
50;53;7;2;31;703;;Manderscheid;;;;;;
60;64;7;2;31;703;9;Bettenfeld;17,27;724;357;367;;54533
60;64;7;2;31;703;21;Dierfeld;1,54;7;5;2;;54533
60;64;7;2;31;703;25;Eckfeld;12,74;365;183;182;;54531
60;64;7;2;31;703;26;Eisenschmitt;10,84;316;155;161;;54533
60;64;7;2;31;703;36;Gipperath;4,87;259;128;131;;54533
60;64;7;2;31;703;44;Greimerath;3,75;233;112;121;;54533
60;64;7;2;31;703;46;Großlittgen;13,2; 1 020;518;502;;54534
60;64;7;2;31;703;49;Hasborn;6,18;556;308;248;;54533
60;64;7;2;31;703;65;Karl;10,38;220;101;119;;54534
60;64;7;2;31;703;74;Laufeld;6,09;500;252;248;;54533
60;63;7;2;31;703;80;Manderscheid, Stadt;10,06; 1 295;626;669;;54531
60;64;7;2;31;703;82;Meerfeld;13,22;355;189;166;;54531
60;64;7;2;31;703;91;Musweiler;3,05;61;35;26;;54534
60;64;7;2;31;703;95;Niederöfflingen;8,17;461;234;227;;54533
60;64;7;2;31;703;96;Niederscheidweiler;7,83;275;141;134;;54533
60;64;7;2;31;703;100;Oberöfflingen;7,44;295;151;144;;54533
60;64;7;2;31;703;101;Oberscheidweiler;4,5;199;91;108;;54533
60;64;7;2;31;703;104;Pantenburg;4,98;264;124;140;;54531
60;64;7;2;31;703;114;Schladt;4,96;109;61;48;;54534
60;64;7;2;31;703;116;Schwarzenborn;5,13;47;22;25;;54533
60;64;7;2;31;703;127;Wallscheid;5,95;356;191;165;;54531
50;53;7;2;31;705;;Neumagen-Dhron;;;;;;
60;64;7;2;31;705;86;Minheim;5,39;495;252;243;;54518
60;64;7;2;31;705;92;Neumagen-Dhron;16,28; 2 321; 1 155; 1 166;;54347
60;64;7;2;31;705;105;Piesport;19,6; 2 011;994; 1 017;;54498
60;64;7;2;31;705;207;Trittenheim;10,1; 1 111;537;574;;54349
50;53;7;2;31;706;;Thalfang am Erbeskopf;;;;;;
60;64;7;2;31;706;6;Berglicht;7,55;503;245;258;;54426
60;64;7;2;31;706;17;Burtscheid;2,99;124;60;64;;54424
60;64;7;2;31;706;18;Deuselbach;4,03;264;120;144;;54411
60;64;7;2;31;706;19;Dhronecken;1,45;133;63;70;;54426
60;64;7;2;31;706;32;Etgert;3,75;56;28;28;;54424
60;64;7;2;31;706;35;Gielert;4,09;162;75;87;;54424
60;64;7;2;31;706;42;Gräfendhron;3,13;116;62;54;;54426
60;64;7;2;31;706;54;Hilscheid;18,07;270;132;138;;54426
60;64;7;2;31;706;58;Horath;11,89;437;232;205;;54497
60;64;7;2;31;706;64;Immert;3,14;172;87;85;;54426
60;64;7;2;31;706;78;Lückenburg;2,57;96;48;48;;54424
60;64;7;2;31;706;79;Malborn;26,31; 1 455;722;733;;54426
60;64;7;2;31;706;83;Merschbach;3,2;34;18;16;;54426
60;64;7;2;31;706;93;Neunkirchen;3,16;145;76;69;;54426
60;64;7;2;31;706;112;Rorodt;3,41;55;25;30;;54411
60;64;7;2;31;706;115;Schönberg;5,09;241;124;117;;54426
60;64;7;2;31;706;122;Talling;3,9;217;113;104;;54426
60;64;7;2;31;706;123;Thalfang;19,44; 1 802;900;902;;54424
60;64;7;2;31;706;202;Breit;4;282;155;127;;54426
60;64;7;2;31;706;203;Büdlich;4,02;201;110;91;;54426
60;64;7;2;31;706;204;Heidenburg;9,49;742;359;383;;54426
50;53;7;2;31;707;;Traben-Trarbach;;;;;;
60;64;7;2;31;707;14;Burg (Mosel);3,37;438;220;218;;56843
60;64;7;2;31;707;29;Enkirch;25,43; 1 646;805;841;;56850
60;64;7;2;31;707;120;Starkenburg;1,52;238;114;124;;56843
60;63;7;2;31;707;124;Traben-Trarbach, Stadt;31,35; 6 037; 2 916; 3 121;;56841
60;64;7;2;31;707;206;Lötzbeuren;10,2;503;260;243;;56843
60;64;7;2;31;707;501;Irmenach;16,38;747;369;378;;56843
50;53;7;2;31;708;;Wittlich-Land;;;;;;
60;64;7;2;31;708;1;Altrich;16,25; 1 549;760;789;;54518
60;64;7;2;31;708;3;Arenrath;6,77;346;178;168;;54518
60;64;7;2;31;708;7;Bergweiler;13,25;882;447;435;;54518
60;64;7;2;31;708;10;Binsfeld;9,98; 1 120;542;578;;54518
60;64;7;2;31;708;13;Bruch;8,63;494;226;268;;54518
60;64;7;2;31;708;22;Dierscheid;2,42;159;74;85;;54523
60;64;7;2;31;708;23;Dodenburg;3,84;105;54;51;;54518
60;64;7;2;31;708;24;Dreis;11,26; 1 390;705;685;;54518
60;64;7;2;31;708;31;Esch;2,29;423;214;209;;54518
60;64;7;2;31;708;37;Gladbach;3,6;361;170;191;;54518
60;64;7;2;31;708;50;Heckenmünster;4,88;112;52;60;;54518
60;64;7;2;31;708;51;Heidweiler;10,29;196;95;101;;54518
60;64;7;2;31;708;53;Hetzerath;13,87; 2 023;978; 1 045;;54523
60;64;7;2;31;708;62;Hupperath;4,11;610;315;295;;54518
60;64;7;2;31;708;69;Klausen;9,22; 1 343;654;689;;54524
60;64;7;2;31;708;85;Minderlittgen;8,19;679;338;341;;54518
60;64;7;2;31;708;103;Osann-Monzel;16,58; 1 646;819;827;;54518
60;64;7;2;31;708;107;Platten;6,63;882;432;450;;54518
60;64;7;2;31;708;108;Plein;7,22;670;321;349;;54518
60;64;7;2;31;708;111;Rivenich;7,78;728;367;361;;54518
60;64;7;2;31;708;113;Salmtal;14,09; 2 379; 1 140; 1 239;;54528
60;64;7;2;31;708;117;Sehlem;11,25;900;435;465;;54518
60;64;7;2;31;708;503;Landscheid;30,17; 2 075; 1 029; 1 046;;54526
60;64;7;2;31;708;504;Niersbach;12,81;711;363;348;;54518
40;44;7;2;32;;;Bitburg-Prüm;;;;;;
60;63;7;2;32;0;18;Bitburg, Stadt;47,54; 12 943; 6 152; 6 791;;54634
50;53;7;2;32;701;;Arzfeld;;;;;;
60;64;7;2;32;701;201;Arzfeld;19,38; 1 303;661;642;;54687
60;64;7;2;32;701;211;Dackscheid;5,09;158;77;81;;54649
60;64;7;2;32;701;212;Dahnen;17,18;369;188;181;;54689
60;64;7;2;32;701;213;Daleiden;15,59;917;441;476;;54689
60;64;7;2;32;701;214;Dasburg;4,78;229;112;117;;54689
60;64;7;2;32;701;217;Eilscheid;2,38;43;22;21;;54649
60;64;7;2;32;701;220;Eschfeld;4,78;182;89;93;;54619
60;64;7;2;32;701;221;Euscheid;3,69;154;86;68;;54597
60;64;7;2;32;701;229;Großkampenberg;6,31;169;95;74;;54619
60;64;7;2;32;701;233;Hargarten;2;95;46;49;;54649
60;64;7;2;32;701;234;Harspelt;4,82;83;43;40;;54617
60;64;7;2;32;701;240;Herzfeld;2,67;40;22;18;;54619
60;64;7;2;32;701;245;Irrhausen;7,19;234;115;119;;54689
60;64;7;2;32;701;246;Jucken;6,18;175;82;93;;54689
60;64;7;2;32;701;247;Kesfeld;4,47;94;57;37;;54619
60;64;7;2;32;701;248;Kickeshausen;1,53;37;17;20;;54689
60;64;7;2;32;701;249;Kinzenburg;1,21;40;20;20;;54597
60;64;7;2;32;701;253;Krautscheid;8,59;262;134;128;;54673
60;64;7;2;32;701;254;Lambertsberg;3,66;345;169;176;;54649
60;64;7;2;32;701;255;Lascheid;3,47;71;39;32;;54597
60;64;7;2;32;701;258;Lauperath;5,77;117;57;60;;54649
60;64;7;2;32;701;259;Leidenborn;5,57;162;73;89;;54619
60;64;7;2;32;701;260;Lichtenborn;11,43;359;174;185;;54619
60;64;7;2;32;701;261;Lierfeld;1,71;84;45;39;;54597
60;64;7;2;32;701;262;Lünebach;10,27;568;259;309;;54597
60;64;7;2;32;701;263;Lützkampen;10,98;401;199;202;;54617
60;64;7;2;32;701;264;Manderscheid;4,25;43;28;15;;54649
60;64;7;2;32;701;267;Mauel;5,34;71;38;33;;54649
60;64;7;2;32;701;270;Merlscheid;3,52;38;17;21;;54597
60;64;7;2;32;701;277;Niederpierscheid;1,64;45;19;26;;54649
60;64;7;2;32;701;285;Oberpierscheid;10,53;387;187;200;;54649
60;64;7;2;32;701;287;Olmscheid;4,87;159;82;77;;54689
60;64;7;2;32;701;291;Pintesfeld;1,9;44;26;18;;54649
60;64;7;2;32;701;293;Plütscheid;12,68;307;145;162;;54597
60;64;7;2;32;701;294;Preischeid;6,2;175;90;85;;54689
60;64;7;2;32;701;297;Reiff;5,8;54;28;26;;54619
60;64;7;2;32;701;298;Reipeldingen;4,76;78;39;39;;54689
60;64;7;2;32;701;301;Roscheid;5,13;70;35;35;;54619
60;64;7;2;32;701;309;Sengerich;1,1;20;10;10;;54619
60;64;7;2;32;701;310;Sevenig (Our);4,83;63;33;30;;54617
60;64;7;2;32;701;315;Strickscheid;1,41;32;17;15;;54597
60;64;7;2;32;701;322;Waxweiler;5,96; 1 138;557;581;;54649
60;64;7;2;32;701;333;Üttfeld;14,93;485;254;231;;54619
50;53;7;2;32;702;;Bitburg-Land;;;;;;
60;64;7;2;32;702;9;Baustert;4,48;531;277;254;;54636
60;64;7;2;32;702;13;Bettingen;7,25; 1 012;531;481;;54646
60;64;7;2;32;702;14;Bickendorf;5,49;486;248;238;;54636
60;64;7;2;32;702;15;Biersdorf am See;3,22;575;270;305;;54636
60;64;7;2;32;702;17;Birtlingen;2,93;73;35;38;;54634
60;64;7;2;32;702;20;Brecht;4,5;245;120;125;;54636
60;64;7;2;32;702;21;Brimingen;3,79;72;36;36;;54646
60;64;7;2;32;702;24;Dahlem;4,28;245;118;127;;54636
60;64;7;2;32;702;26;Dockendorf;5,82;191;98;93;;54636
60;64;7;2;32;702;27;Dudeldorf;11,01; 1 059;523;536;;54647
60;64;7;2;32;702;29;Echtershausen;2,49;107;52;55;;54636
60;64;7;2;32;702;30;Ehlenz;5,95;471;234;237;;54636
60;64;7;2;32;702;32;Enzen;1,71;48;23;25;;54646
60;64;7;2;32;702;34;Esslingen;5,25;61;31;30;;54636
60;64;7;2;32;702;36;Feilsdorf;3,8;35;17;18;;54636
60;64;7;2;32;702;39;Fließem;8,38;688;342;346;;54636
60;64;7;2;32;702;44;Gondorf;3,75;306;150;156;;54647
60;64;7;2;32;702;45;Halsdorf;3,21;97;49;48;;54646
60;64;7;2;32;702;46;Hamm;1,73;18;8;10;;54636
60;64;7;2;32;702;48;Heilenbach;7,86;129;59;70;;54636
60;64;7;2;32;702;52;Hisel;2,13;17;6;11;;54646
60;64;7;2;32;702;57;Hütterscheid;2,99;222;111;111;;54636
60;64;7;2;32;702;58;Hüttingen an der Kyll;2,94;340;174;166;;54636
60;64;7;2;32;702;60;Idenheim;7,73;453;213;240;;54636
60;64;7;2;32;702;61;Idesheim;6,72;399;205;194;;54636
60;64;7;2;32;702;62;Ingendorf;3,32;229;121;108;;54636
60;64;7;2;32;702;74;Ließem;2,99;93;46;47;;54636
60;64;7;2;32;702;77;Meckel;10,8;385;188;197;;54636
60;64;7;2;32;702;79;Messerich;6,52;500;247;253;;54636
60;64;7;2;32;702;81;Metterich;5,6;464;230;234;;54634
60;64;7;2;32;702;83;Mülbach;1,55;111;57;54;;54636
60;64;7;2;32;702;86;Nattenheim;6,93;522;259;263;;54636
60;64;7;2;32;702;91;Niederstedem;5,46;229;118;111;;54634
60;64;7;2;32;702;92;Niederweiler;4,58;84;39;45;;54636
60;64;7;2;32;702;97;Oberstedem;4,48;79;36;43;;54634
60;64;7;2;32;702;98;Oberweiler;5,31;149;84;65;;54636
60;64;7;2;32;702;99;Oberweis;9,74;557;268;289;;54636
60;64;7;2;32;702;100;Olsdorf;3,14;99;46;53;;54646
60;64;7;2;32;702;109;Rittersdorf;11,87; 1 366;667;699;;54636
60;64;7;2;32;702;111;Röhl;10,65;438;214;224;;54636
60;64;7;2;32;702;115;Scharfbillig;4,82;76;38;38;;54636
60;64;7;2;32;702;118;Schleid;6,24;376;192;184;;54636
60;64;7;2;32;702;119;Seffern;4,92;345;169;176;;54636
60;64;7;2;32;702;120;Sefferweich;10,7;236;118;118;;54636
60;64;7;2;32;702;124;Stockem;3,97;83;41;42;;54646
60;64;7;2;32;702;125;Sülm;7,05;476;248;228;;54636
60;64;7;2;32;702;126;Trimport;2,19;307;161;146;;54636
60;64;7;2;32;702;133;Wettlingen;3,46;50;23;27;;54646
60;64;7;2;32;702;134;Wiersdorf;4,06;210;117;93;;54636
60;64;7;2;32;702;137;Wolsfeld;9,27;804;405;399;;54636
60;64;7;2;32;702;501;Wißmannsdorf;6,72;807;401;406;;54636
50;53;7;2;32;703;;Irrel;;;;;;
60;64;7;2;32;703;2;Alsdorf;6,37;393;176;217;;54668
60;64;7;2;32;703;19;Bollendorf;13,15; 1 596;792;804;;54669
60;64;7;2;32;703;28;Echternacherbrück;4,74;652;300;352;;54668
60;64;7;2;32;703;33;Ernzen;9,99;432;217;215;;54668
60;64;7;2;32;703;37;Ferschweiler;7,41;893;454;439;;54668
60;64;7;2;32;703;53;Holsthum;9,31;557;277;280;;54668
60;64;7;2;32;703;63;Irrel;7,05; 1 396;677;719;;54666
60;64;7;2;32;703;65;Kaschenbach;4,45;55;31;24;;54668
60;64;7;2;32;703;78;Menningen;3,42;195;86;109;;54310
60;64;7;2;32;703;82;Minden;3,75;163;75;88;;54310
60;64;7;2;32;703;93;Niederweis;7,55;216;105;111;;54668
60;64;7;2;32;703;103;Peffingen;5,8;225;116;109;;54668
60;64;7;2;32;703;108;Prümzurlay;3,88;547;277;270;;54668
60;64;7;2;32;703;114;Schankweiler;6,55;192;95;97;;54668
60;64;7;2;32;703;131;Wallendorf;8,71;386;185;201;;54675
60;64;7;2;32;703;218;Eisenach;6,31;370;192;178;;54298
60;64;7;2;32;703;225;Gilzem;4,98;413;220;193;;54298
50;53;7;2;32;704;;Kyllburg;;;;;;
60;64;7;2;32;704;7;Badem;9,16; 1 109;540;569;;54657
60;64;7;2;32;704;35;Etteldorf;1,74;29;16;13;;54655
60;64;7;2;32;704;43;Gindorf;6,57;316;152;164;;54657
60;63;7;2;32;704;70;Kyllburg, Stadt;4,62; 1 005;504;501;;54655
60;64;7;2;32;704;71;Kyllburgweiler;7,26;124;62;62;;54655
60;64;7;2;32;704;75;Malberg;6,6;645;309;336;;54655
60;64;7;2;32;704;76;Malbergweich;10,22;395;201;194;;54655
60;64;7;2;32;704;87;Neidenbach;9,35;902;438;464;;54657
60;64;7;2;32;704;101;Orsfeld;5,17;164;83;81;;54655
60;64;7;2;32;704;105;Pickließem;5,76;297;152;145;;54647
60;64;7;2;32;704;113;Sankt Thomas;9,14;306;153;153;;54655
60;64;7;2;32;704;129;Usch;1,33;70;39;31;;54655
60;64;7;2;32;704;135;Wilsecker;4,53;194;101;93;;54655
60;64;7;2;32;704;203;Balesfeld;2,35;211;103;108;;54597
